SKU,HGT1,WID1,DPTH1,product_volume,movement_frequency,movement_category,storage_priority_score,storage_priority,main_storage_location,location_pick_count,recommended_zone,relocation_recommended,recommendation_reason
H5-54091,16,4,15,960,1244,High Movement,0.7474150943396226,Medium Priority,422122,1239,ZONE_B,True,Moderate movement/space priority; place in a standard access zone.
H5-551413,21,13,5,1365,64,Low Movement,0.3629056603773585,Low Priority,422933,63,ZONE_C,False,Lower movement priority; can use lower-access storage.
H5-56384,20,13,3,780,376,Medium Movement,0.5134528301886792,Medium Priority,431932,366,ZONE_B,True,Moderate movement/space priority; place in a standard access zone.
H5-56385,23,16,4,1472,908,High Movement,0.7525283018867924,Medium Priority,431722,888,ZONE_B,True,Moderate movement/space priority; place in a standard access zone.
H5-56386,20,13,3,780,480,Medium Movement,0.5603396226415094,Medium Priority,431922,469,ZONE_B,True,Moderate movement/space priority; place in a standard access zone.
H5-56387,20,13,3,780,590,Medium Movement,0.597188679245283,Medium Priority,432122,578,ZONE_B,True,Moderate movement/space priority; place in a standard access zone.
H5-56389,13,20,3,780,777,High Movement,0.6456603773584906,Medium Priority,432522,758,ZONE_B,True,Moderate movement/space priority; place in a standard access zone.
H5-58111,20,14,3,840,393,Medium Movement,0.5316792452830188,Medium Priority,423233,391,ZONE_B,True,Moderate movement/space priority; place in a standard access zone.
H5-58847,1,1,1,1,289,Medium Movement,0.3559245283018868,Low Priority,423123,289,ZONE_C,False,Lower movement priority; can use lower-access storage.
H5-59652,1,1,1,1,376,Medium Movement,0.394754716981132,Low Priority,422623,376,ZONE_C,False,Lower movement priority; can use lower-access storage.
H5-5023111,20,4,15,1200,34,Low Movement,0.3009245283018867,Low Priority,421732,34,ZONE_C,False,Lower movement priority; can use lower-access storage.
H5-50411,18,13,7,1638,56,Low Movement,0.3678113207547169,Low Priority,422333,54,ZONE_C,False,Lower movement priority; can use lower-access storage.
H592021148,15,5,17,1275,2267,High Movement,0.8540754716981132,High Priority,432023,2218,ZONE_A,True,High movement/space priority; place in an easily accessible zone.
H592021163,15,5,17,1275,1098,High Movement,0.7676981132075471,Medium Priority,421722,1095,ZONE_B,True,Moderate movement/space priority; place in a standard access zone.
H592021189,16,5,17,1360,994,High Movement,0.7586792452830188,Medium Priority,422523,992,ZONE_B,True,Moderate movement/space priority; place in a standard access zone.
H592021105,16,5,17,1360,1072,High Movement,0.7710943396226414,Medium Priority,433223,1053,ZONE_B,True,Moderate movement/space priority; place in a standard access zone.
H592021239,17,7,12,1428,963,High Movement,0.7573584905660377,Medium Priority,433222,941,ZONE_B,True,Moderate movement/space priority; place in a standard access zone.
H5F2421188,20,13,5,1300,374,Medium Movement,0.5808867924528301,Medium Priority,431523,363,ZONE_B,True,Moderate movement/space priority; place in a standard access zone.
H5-F26051,22,11,10,2420,68,Low Movement,0.404566037735849,Medium Priority,432932,67,ZONE_B,True,Moderate movement/space priority; place in a standard access zone.
H5F2921179,20,4,15,1200,96,Low Movement,0.3871698113207547,Low Priority,422532,95,ZONE_C,False,Lower movement priority; can use lower-access storage.
H5F2921170,20,4,15,1200,35,Low Movement,0.3025094339622641,Low Priority,422132,35,ZONE_C,False,Lower movement priority; can use lower-access storage.
H5F2921181,18,13,7,1638,15,Low Movement,0.2860566037735849,Low Priority,422332,15,ZONE_C,False,Lower movement priority; can use lower-access storage.
H5F2921185,15,5,17,1275,307,Medium Movement,0.5496415094339622,Medium Priority,432923,300,ZONE_B,True,Moderate movement/space priority; place in a standard access zone.
H5F2921188,15,5,17,1275,219,Medium Movement,0.4998490566037735,Medium Priority,432922,212,ZONE_B,True,Moderate movement/space priority; place in a standard access zone.
H5F2921189,15,5,17,1275,339,Medium Movement,0.5625849056603773,Medium Priority,431033,331,ZONE_B,True,Moderate movement/space priority; place in a standard access zone.
H5F2921195,20,4,15,1200,76,Low Movement,0.3657735849056603,Low Priority,422533,75,ZONE_C,False,Lower movement priority; can use lower-access storage.
H5F2021169,21,16,7,2352,285,Medium Movement,0.5784528301886792,Medium Priority,432433,278,ZONE_B,True,Moderate movement/space priority; place in a standard access zone.
H5F2021193,21,16,7,2352,267,Medium Movement,0.5692075471698113,Medium Priority,432432,258,ZONE_B,True,Moderate movement/space priority; place in a standard access zone.
H5-F20541,18,13,7,1638,31,Low Movement,0.3240943396226415,Low Priority,421932,31,ZONE_C,False,Lower movement priority; can use lower-access storage.
H5-F40811,20,4,15,1200,79,Low Movement,0.3703962264150943,Low Priority,421733,77,ZONE_C,False,Lower movement priority; can use lower-access storage.
H6-122119,1,1,1,1,2,Low Movement,0.0357735849056603,Low Priority,431982,2,ZONE_C,False,Lower movement priority; can use lower-access storage.
H6-715796,1,1,1,1,29,Low Movement,0.1129056603773584,Low Priority,431942,2,ZONE_C,False,Lower movement priority; can use lower-access storage.
H6-725658,1,1,1,1,10,Low Movement,0.0650943396226415,Low Priority,433172,2,ZONE_C,False,Lower movement priority; can use lower-access storage.
H6-746417,1,1,1,1,24,Low Movement,0.1003584905660377,Low Priority,431042,2,ZONE_C,False,Lower movement priority; can use lower-access storage.
H6-749036,1,1,1,1,5,Low Movement,0.048188679245283,Low Priority,423243,1,ZONE_C,False,Lower movement priority; can use lower-access storage.
H9-515528,1,1,1,1,151,Medium Movement,0.2610943396226415,Low Priority,391522,121,ZONE_C,False,Lower movement priority; can use lower-access storage.
HF-24576,15,12,12,2160,1,Low Movement,0.2502264150943396,Low Priority,781325,1,ZONE_C,False,Lower movement priority; can use lower-access storage.
HF-24583,15,12,12,2160,5,Low Movement,0.2683207547169811,Low Priority,493424,4,ZONE_C,False,Lower movement priority; can use lower-access storage.
HF-24584,15,12,12,2160,6,Low Movement,0.2720188679245283,Low Priority,493623,5,ZONE_C,False,Lower movement priority; can use lower-access storage.
HF-24585,15,12,12,2160,24,Low Movement,0.3204905660377358,Low Priority,493025,24,ZONE_C,False,Lower movement priority; can use lower-access storage.
HF-25612,15,12,11,1980,5,Low Movement,0.2625471698113207,Low Priority,492822,5,ZONE_C,False,Lower movement priority; can use lower-access storage.
HF-25613,15,11,12,1980,8,Low Movement,0.273377358490566,Low Priority,492824,8,ZONE_C,False,Lower movement priority; can use lower-access storage.
HF-25610,16,12,12,2304,6,Low Movement,0.2745094339622641,Low Priority,492022,5,ZONE_C,False,Lower movement priority; can use lower-access storage.
HF-25621,16,12,11,2112,6,Low Movement,0.2711698113207547,Low Priority,492023,5,ZONE_C,False,Lower movement priority; can use lower-access storage.
HF-25642,15,12,11,1980,53,Low Movement,0.372566037735849,Low Priority,493822,46,ZONE_C,False,Lower movement priority; can use lower-access storage.
HF-25646,15,11,12,1980,70,Low Movement,0.3956792452830188,Low Priority,493024,52,ZONE_C,False,Lower movement priority; can use lower-access storage.
HF-26200,11,5,5,275,70,Low Movement,0.225754716981132,Low Priority,782724,36,ZONE_C,False,Lower movement priority; can use lower-access storage.
HF-27105,1,1,1,1,41,Low Movement,0.1387924528301886,Low Priority,492033,26,ZONE_C,False,Lower movement priority; can use lower-access storage.
HF-49830,1,1,1,1,14,Low Movement,0.0775094339622641,Low Priority,492825,7,ZONE_C,False,Lower movement priority; can use lower-access storage.
HF-58589,22,18,10,3960,22,Low Movement,0.3408679245283019,Low Priority,493624,17,ZONE_C,False,Lower movement priority; can use lower-access storage.
HF-58594,25,18,11,4950,67,Low Movement,0.4309811320754717,Medium Priority,493423,64,ZONE_B,True,Moderate movement/space priority; place in a standard access zone.
HF-72143,43,27,7,8127,85,Low Movement,0.4651509433962264,Medium Priority,492622,58,ZONE_B,True,Moderate movement/space priority; place in a standard access zone.
HF-72144,22,14,7,2156,314,Medium Movement,0.5879622641509434,Medium Priority,491022,185,ZONE_B,True,Moderate movement/space priority; place in a standard access zone.
HF-81570,40,32,5,6400,103,Low Movement,0.4777735849056603,Medium Priority,491822,68,ZONE_B,True,Moderate movement/space priority; place in a standard access zone.
HF-81582,39,32,5,6240,90,Low Movement,0.4634528301886792,Medium Priority,492423,83,ZONE_B,True,Moderate movement/space priority; place in a standard access zone.
HF-86892,1,1,1,1,12,Low Movement,0.0707735849056603,Low Priority,492024,7,ZONE_C,False,Lower movement priority; can use lower-access storage.
HF-87109,1,1,1,1,18,Low Movement,0.0854339622641509,Low Priority,493023,13,ZONE_C,False,Lower movement priority; can use lower-access storage.
HF-87487,18,6,11,1188,64,Low Movement,0.3456981132075472,Low Priority,491023,39,ZONE_C,False,Lower movement priority; can use lower-access storage.
HF-87488,37,20,7,5180,244,Medium Movement,0.5840754716981131,Medium Priority,492223,149,ZONE_B,True,Moderate movement/space priority; place in a standard access zone.
HF-87407,1,1,1,1,39,Low Movement,0.1332452830188679,Low Priority,493825,28,ZONE_C,False,Lower movement priority; can use lower-access storage.
HF-88238,37,22,7,5698,182,Medium Movement,0.5476981132075471,Medium Priority,491623,103,ZONE_B,True,Moderate movement/space priority; place in a standard access zone.
HF-88242,36,22,7,5544,91,Low Movement,0.4617169811320755,Medium Priority,492222,60,ZONE_B,True,Moderate movement/space priority; place in a standard access zone.
HF-88255,22,14,7,2156,86,Low Movement,0.4216792452830188,Medium Priority,492623,46,ZONE_B,True,Moderate movement/space priority; place in a standard access zone.
HF-88256,22,14,7,2156,204,Medium Movement,0.5268113207547169,Medium Priority,491622,103,ZONE_B,True,Moderate movement/space priority; place in a standard access zone.
HF-88369,1,1,1,1,55,Low Movement,0.1600566037735848,Low Priority,493823,37,ZONE_C,False,Lower movement priority; can use lower-access storage.
HF-80229,16,7,14,1568,3,Low Movement,0.242377358490566,Low Priority,544532,3,ZONE_C,False,Lower movement priority; can use lower-access storage.
HF-80681,43,27,6,6966,223,Medium Movement,0.578811320754717,Medium Priority,492422,147,ZONE_B,True,Moderate movement/space priority; place in a standard access zone.
HF-80683,44,27,6,7128,72,Low Movement,0.4465471698113207,Medium Priority,491823,47,ZONE_B,True,Moderate movement/space priority; place in a standard access zone.
HF-92096,15,5,5,375,1,Low Movement,0.0877735849056603,Low Priority,491682,1,ZONE_C,False,Lower movement priority; can use lower-access storage.
I2-12022,5,26,16,2080,13,Low Movement,0.2915849056603773,Low Priority,4110C3,13,ZONE_C,False,Lower movement priority; can use lower-access storage.
I2-14361,4,23,11,1012,155,Medium Movement,0.4182075471698113,Medium Priority,4116C3,155,ZONE_B,True,Moderate movement/space priority; place in a standard access zone.
I2-15858,14,9,9,1134,70,Low Movement,0.3454150943396226,Low Priority,4118D2,70,ZONE_C,False,Lower movement priority; can use lower-access storage.
I2-15859,14,9,9,1134,66,Low Movement,0.3390754716981131,Low Priority,4118D4,65,ZONE_C,False,Lower movement priority; can use lower-access storage.
I2-16615,1,16,10,160,7,Low Movement,0.0859245283018868,Low Priority,4110D5,7,ZONE_C,False,Lower movement priority; can use lower-access storage.
I2-16616,5,20,10,1000,8,Low Movement,0.2095849056603773,Low Priority,4110D6,8,ZONE_C,False,Lower movement priority; can use lower-access storage.
I2-18039,11,7,5,385,394,Medium Movement,0.4608490566037735,Medium Priority,151323,288,ZONE_B,True,Moderate movement/space priority; place in a standard access zone.
I2-18030,11,7,5,385,333,Medium Movement,0.4340377358490566,Medium Priority,151322,250,ZONE_B,True,Moderate movement/space priority; place in a standard access zone.
I2-18044,11,7,5,385,436,Medium Movement,0.4803962264150943,Medium Priority,151523,307,ZONE_B,True,Moderate movement/space priority; place in a standard access zone.
I2-21041,14,7,24,2352,32,Low Movement,0.3438867924528301,Low Priority,411823,31,ZONE_C,False,Lower movement priority; can use lower-access storage.
I2-22111,21,4,11,924,1,Low Movement,0.1732452830188679,Low Priority,4112D5,1,ZONE_C,False,Lower movement priority; can use lower-access storage.
I2-24111,5,20,10,1000,167,Medium Movement,0.4269811320754716,Medium Priority,411722,167,ZONE_B,True,Moderate movement/space priority; place in a standard access zone.
I2-24342,4,23,12,1104,76,Low Movement,0.349754716981132,Low Priority,4118C3,76,ZONE_C,False,Lower movement priority; can use lower-access storage.
I2-24521,3,19,13,741,130,Low Movement,0.3547169811320754,Low Priority,4116C4,130,ZONE_C,False,Lower movement priority; can use lower-access storage.
I2-25221,4,20,9,720,11,Low Movement,0.1756981132075471,Low Priority,4116D5,11,ZONE_C,False,Lower movement priority; can use lower-access storage.
I2-20146,11,8,11,968,30,Low Movement,0.2631132075471698,Low Priority,4114C3,29,ZONE_C,False,Lower movement priority; can use lower-access storage.
I2-20246,21,13,2,546,32,Low Movement,0.2050943396226415,Low Priority,4112C2,30,ZONE_C,False,Lower movement priority; can use lower-access storage.
I2-20716,19,8,19,2888,163,Medium Movement,0.5059245283018867,Medium Priority,411425,163,ZONE_B,True,Moderate movement/space priority; place in a standard access zone.
I2-20720,22,13,18,5148,80,Low Movement,0.4488490566037736,Medium Priority,4114C5,79,ZONE_B,True,Moderate movement/space priority; place in a standard access zone.
I2-31111,8,18,19,2736,152,Medium Movement,0.4933584905660377,Medium Priority,4116C2,151,ZONE_B,True,Moderate movement/space priority; place in a standard access zone.
I2-32321,4,19,10,760,58,Low Movement,0.2791320754716981,Low Priority,4122D5,58,ZONE_C,False,Lower movement priority; can use lower-access storage.
I2-32414,4,20,10,800,25,Low Movement,0.2246037735849056,Low Priority,411424,25,ZONE_C,False,Lower movement priority; can use lower-access storage.
I2-33111,8,18,19,2736,98,Low Movement,0.4422452830188679,Medium Priority,411423,98,ZONE_B,True,Moderate movement/space priority; place in a standard access zone.
I2-33211,18,8,19,2736,78,Low Movement,0.4226981132075471,Medium Priority,411222,78,ZONE_B,True,Moderate movement/space priority; place in a standard access zone.
I2-33611,18,10,14,2520,56,Low Movement,0.3889245283018867,Low Priority,411225,55,ZONE_C,False,Lower movement priority; can use lower-access storage.
I2-34039,17,20,2,680,11,Low Movement,0.1704339622641509,Low Priority,4124D3,11,ZONE_C,False,Lower movement priority; can use lower-access storage.
I2-35013,7,16,25,2800,337,Medium Movement,0.6095094339622642,Medium Priority,411723,333,ZONE_B,True,Moderate movement/space priority; place in a standard access zone.
I2-35088,3,18,12,648,41,Low Movement,0.2388679245283018,Low Priority,4122D3,41,ZONE_C,False,Lower movement priority; can use lower-access storage.
I2-38131,3,18,12,648,30,Low Movement,0.2156226415094339,Low Priority,4124D2,30,ZONE_C,False,Lower movement priority; can use lower-access storage.
I2-38215,3,20,11,660,19,Low Movement,0.1890754716981132,Low Priority,4122D4,19,ZONE_C,False,Lower movement priority; can use lower-access storage.
I2-38217,3,20,11,660,25,Low Movement,0.2032075471698113,Low Priority,4110C5,25,ZONE_C,False,Lower movement priority; can use lower-access storage.
I2-42951,24,6,11,1584,20,Low Movement,0.2944339622641509,Low Priority,4110A5,20,ZONE_C,False,Lower movement priority; can use lower-access storage.
I2-51111,11,11,23,2783,4,Low Movement,0.275811320754717,Low Priority,411824,4,ZONE_C,False,Lower movement priority; can use lower-access storage.
I2-55111,10,19,28,5320,37,Low Movement,0.3843207547169811,Low Priority,4110A2,37,ZONE_C,False,Lower movement priority; can use lower-access storage.
I2-633008,5,20,15,1500,14,Low Movement,0.2769245283018868,Low Priority,4112C3,14,ZONE_C,False,Lower movement priority; can use lower-access storage.
I2-638842,14,12,12,2016,82,Low Movement,0.4122452830188679,Medium Priority,4122C3,82,ZONE_B,True,Moderate movement/space priority; place in a standard access zone.
I2-76311,18,7,15,1890,54,Low Movement,0.3711320754716981,Low Priority,411825,54,ZONE_C,False,Lower movement priority; can use lower-access storage.
I2-81113,5,18,8,720,243,Medium Movement,0.4366792452830189,Medium Priority,4124C2,243,ZONE_B,True,Moderate movement/space priority; place in a standard access zone.
I2-81114,5,18,8,720,189,Medium Movement,0.4032641509433962,Medium Priority,4124C3,189,ZONE_B,True,Moderate movement/space priority; place in a standard access zone.
I2-81127,5,18,8,720,258,Medium Movement,0.4468490566037735,Medium Priority,4124C4,258,ZONE_B,True,Moderate movement/space priority; place in a standard access zone.
I2-81128,5,18,8,720,202,Medium Movement,0.4129056603773584,Medium Priority,4124C5,202,ZONE_B,True,Moderate movement/space priority; place in a standard access zone.
I2-81136,9,29,15,3915,234,Medium Movement,0.5680754716981131,Medium Priority,4124A5,234,ZONE_B,True,Moderate movement/space priority; place in a standard access zone.
I2-81137,9,29,15,3915,133,Low Movement,0.489754716981132,Medium Priority,4122A5,133,ZONE_B,True,Moderate movement/space priority; place in a standard access zone.
I2-81138,9,29,15,3915,172,Medium Movement,0.5256792452830188,Medium Priority,4122A3,172,ZONE_B,True,Moderate movement/space priority; place in a standard access zone.
I2-83171,9,9,18,1458,223,Medium Movement,0.5154150943396225,Medium Priority,4124A3,223,ZONE_B,True,Moderate movement/space priority; place in a standard access zone.
I2-83179,9,9,18,1458,178,Medium Movement,0.4842452830188679,Medium Priority,4124A4,178,ZONE_B,True,Moderate movement/space priority; place in a standard access zone.
I2-83181,9,9,18,1458,200,Medium Movement,0.501943396226415,Medium Priority,4124A2,200,ZONE_B,True,Moderate movement/space priority; place in a standard access zone.
I2-83446,9,9,18,1458,133,Low Movement,0.4431698113207547,Medium Priority,4122A2,133,ZONE_B,True,Moderate movement/space priority; place in a standard access zone.
I2-83447,9,9,18,1458,136,Low Movement,0.4458113207547169,Medium Priority,4122A4,136,ZONE_B,True,Moderate movement/space priority; place in a standard access zone.
I2-89112,9,9,18,1458,310,Medium Movement,0.5641509433962264,Medium Priority,4110C4,309,ZONE_B,True,Moderate movement/space priority; place in a standard access zone.
I2-80393,8,19,26,3952,2,Low Movement,0.2811509433962264,Low Priority,303152,1,ZONE_C,False,Lower movement priority; can use lower-access storage.
I2-91112,9,9,18,1458,132,Low Movement,0.4419811320754716,Medium Priority,4118C2,132,ZONE_B,True,Moderate movement/space priority; place in a standard access zone.
I291316178,7,30,15,3150,673,High Movement,0.741,Medium Priority,411224,672,ZONE_B,True,Moderate movement/space priority; place in a standard access zone.
I291316244,2,16,19,608,7,Low Movement,0.1498867924528301,Low Priority,4116D3,7,ZONE_C,False,Lower movement priority; can use lower-access storage.
I291316252,16,3,15,720,12,Low Movement,0.1786037735849056,Low Priority,4114C4,12,ZONE_C,False,Lower movement priority; can use lower-access storage.
I291316285,9,29,15,3915,875,High Movement,0.7935283018867925,Medium Priority,411523,874,ZONE_B,True,Moderate movement/space priority; place in a standard access zone.
I291316525,4,23,11,1012,550,Medium Movement,0.6188301886792452,Medium Priority,411322,550,ZONE_B,True,Moderate movement/space priority; place in a standard access zone.
I291316533,4,23,11,1012,730,High Movement,0.6673018867924528,Medium Priority,411522,730,ZONE_B,True,Moderate movement/space priority; place in a standard access zone.
I291316582,17,8,25,3400,2796,High Movement,0.9268490566037736,High Priority,411323,2794,ZONE_A,True,High movement/space priority; place in an easily accessible zone.
I292316705,5,26,16,2080,28,Low Movement,0.3276415094339622,Low Priority,4122C4,28,ZONE_C,False,Lower movement priority; can use lower-access storage.
I294116120,13,10,13,1690,9,Low Movement,0.2699245283018868,Low Priority,411625,9,ZONE_C,False,Lower movement priority; can use lower-access storage.
I294316134,4,20,9,720,7,Low Movement,0.1634150943396226,Low Priority,4110D4,7,ZONE_C,False,Lower movement priority; can use lower-access storage.
I294316142,4,20,9,720,24,Low Movement,0.208188679245283,Low Priority,4114D2,24,ZONE_C,False,Lower movement priority; can use lower-access storage.
I294416132,5,20,10,1000,144,Low Movement,0.4047924528301886,Medium Priority,411422,142,ZONE_B,True,Moderate movement/space priority; place in a standard access zone.
I29A216138,3,17,13,663,93,Low Movement,0.3081132075471698,Low Priority,4118C4,93,ZONE_C,False,Lower movement priority; can use lower-access storage.
I490761125,8,8,7,448,5282,High Movement,0.7885471698113208,Medium Priority,172823,3713,ZONE_B,True,Moderate movement/space priority; place in a standard access zone.
I490761174,11,8,8,704,462,Medium Movement,0.5385849056603773,Medium Priority,172023,313,ZONE_B,True,Moderate movement/space priority; place in a standard access zone.
I490761258,11,8,8,704,4475,High Movement,0.8184528301886792,High Priority,172822,3074,ZONE_A,True,High movement/space priority; place in an easily accessible zone.
I7-11977,7,6,7,294,6,Low Movement,0.097566037735849,Low Priority,165242,4,ZONE_C,False,Lower movement priority; can use lower-access storage.
I7-119770,7,6,6,252,8,Low Movement,0.0966603773584905,Low Priority,161823,7,ZONE_C,False,Lower movement priority; can use lower-access storage.
I7-12227,1,1,1,1,211,Medium Movement,0.3106226415094339,Low Priority,164023,195,ZONE_C,False,Lower movement priority; can use lower-access storage.
I7-13336,1,1,1,1,171,Medium Movement,0.2795849056603773,Low Priority,165122,158,ZONE_C,False,Lower movement priority; can use lower-access storage.
I7-14103,21,6,6,756,93,Low Movement,0.3209056603773584,Low Priority,1520C6,74,ZONE_C,False,Lower movement priority; can use lower-access storage.
I7-14445,1,1,1,1,207,Medium Movement,0.308377358490566,Low Priority,165222,192,ZONE_C,False,Lower movement priority; can use lower-access storage.
I7-148942,11,8,8,704,163,Medium Movement,0.3789056603773584,Low Priority,173022,112,ZONE_C,False,Lower movement priority; can use lower-access storage.
I7-148023,12,8,8,768,27,Low Movement,0.2237358490566037,Low Priority,174524,16,ZONE_C,False,Lower movement priority; can use lower-access storage.
I7-148054,12,8,8,768,126,Low Movement,0.3534339622641509,Low Priority,173823,79,ZONE_C,False,Lower movement priority; can use lower-access storage.
I7-149110,12,8,8,768,56,Low Movement,0.2777547169811321,Low Priority,173822,34,ZONE_C,False,Lower movement priority; can use lower-access storage.
I7-152344,12,8,8,768,251,Medium Movement,0.4499811320754717,Medium Priority,433522,246,ZONE_B,True,Moderate movement/space priority; place in a standard access zone.
I7-15554,1,1,1,1,105,Low Movement,0.2193584905660377,Low Priority,174122,66,ZONE_C,False,Lower movement priority; can use lower-access storage.
I7-15864,1,1,1,1,3,Low Movement,0.0401320754716981,Low Priority,433532,3,ZONE_C,False,Lower movement priority; can use lower-access storage.
I7-158644,1,1,1,1,4,Low Movement,0.0443584905660377,Low Priority,433133,4,ZONE_C,False,Lower movement priority; can use lower-access storage.
I7-16662,10,9,9,810,12,Low Movement,0.1943396226415094,Low Priority,433332,11,ZONE_C,False,Lower movement priority; can use lower-access storage.
I7-172327,24,6,8,1152,643,High Movement,0.6638301886792453,Medium Priority,164422,643,ZONE_B,True,Moderate movement/space priority; place in a standard access zone.
I7-172337,25,7,9,1575,1033,High Movement,0.7782264150943395,Medium Priority,164523,1033,ZONE_B,True,Moderate movement/space priority; place in a standard access zone.
I7-1723434,32,15,17,8160,754,High Movement,0.7854339622641509,Medium Priority,163023,754,ZONE_B,True,Moderate movement/space priority; place in a standard access zone.
I7-172375,28,10,15,4200,817,High Movement,0.7840377358490566,Medium Priority,164222,816,ZONE_B,True,Moderate movement/space priority; place in a standard access zone.
I7-172397,30,10,12,3600,887,High Movement,0.7939433962264151,Medium Priority,164423,886,ZONE_B,True,Moderate movement/space priority; place in a standard access zone.
I7-176197,30,10,12,3600,353,Medium Movement,0.6275283018867924,Medium Priority,164323,351,ZONE_B,True,Moderate movement/space priority; place in a standard access zone.
I7-170137,25,7,9,1575,1808,High Movement,0.8480943396226415,High Priority,164522,1806,ZONE_A,True,High movement/space priority; place in an easily accessible zone.
I7-1701722,32,15,17,8160,1263,High Movement,0.8665283018867924,High Priority,164123,1261,ZONE_A,True,High movement/space priority; place in an easily accessible zone.
I7-170175,27,10,12,3240,1326,High Movement,0.8472641509433962,High Priority,164122,1320,ZONE_A,True,High movement/space priority; place in an easily accessible zone.
I7-170197,30,10,12,3600,1749,High Movement,0.8850754716981133,High Priority,164223,1741,ZONE_A,True,High movement/space priority; place in an easily accessible zone.
I7-170497,31,10,12,3720,167,Medium Movement,0.5197547169811321,Medium Priority,164322,167,ZONE_B,True,Moderate movement/space priority; place in a standard access zone.
I7-18476,12,8,8,768,30,Low Movement,0.2315283018867924,Low Priority,433333,30,ZONE_C,False,Lower movement priority; can use lower-access storage.
I7-18513,12,7,14,1176,89,Low Movement,0.3762641509433961,Low Priority,432933,89,ZONE_C,False,Lower movement priority; can use lower-access storage.
I7-19778,6,6,7,252,17,Low Movement,0.120566037735849,Low Priority,161622,14,ZONE_C,False,Lower movement priority; can use lower-access storage.
I7-19782,6,9,9,486,18,Low Movement,0.1608867924528301,Low Priority,161522,18,ZONE_C,False,Lower movement priority; can use lower-access storage.
I7-10111,1,1,1,1,4,Low Movement,0.0443584905660377,Low Priority,433132,4,ZONE_C,False,Lower movement priority; can use lower-access storage.
I7-369755,7,7,7,343,6291,High Movement,0.7752264150943396,Medium Priority,164922,6284,ZONE_B,True,Moderate movement/space priority; place in a standard access zone.
I7-48944,11,8,8,704,237,Medium Movement,0.4313396226415094,Medium Priority,173023,166,ZONE_B,True,Moderate movement/space priority; place in a standard access zone.
I7-48906,11,8,8,704,241,Medium Movement,0.4326603773584905,Medium Priority,174223,140,ZONE_B,True,Moderate movement/space priority; place in a standard access zone.
I7-48907,11,8,8,704,289,Medium Movement,0.4617169811320755,Medium Priority,172922,191,ZONE_B,True,Moderate movement/space priority; place in a standard access zone.
I7-49221,11,8,8,704,262,Medium Movement,0.4475849056603773,Medium Priority,173923,185,ZONE_B,True,Moderate movement/space priority; place in a standard access zone.
I7-49465,26,8,11,2288,107,Low Movement,0.4437924528301887,Medium Priority,161322,100,ZONE_B,True,Moderate movement/space priority; place in a standard access zone.
I7-49882,1,1,1,1,209,Medium Movement,0.3091698113207547,Low Priority,165323,197,ZONE_C,False,Lower movement priority; can use lower-access storage.
I7-49883,1,1,1,1,183,Medium Movement,0.2909433962264151,Low Priority,165123,171,ZONE_C,False,Lower movement priority; can use lower-access storage.
I7-49884,1,1,1,1,119,Low Movement,0.233754716981132,Low Priority,165223,119,ZONE_C,False,Lower movement priority; can use lower-access storage.
I7-49885,1,1,1,1,179,Medium Movement,0.287377358490566,Low Priority,164723,167,ZONE_C,False,Lower movement priority; can use lower-access storage.
I7-56640,14,8,8,896,145,Low Movement,0.392132075471698,Low Priority,1532C5,145,ZONE_C,False,Lower movement priority; can use lower-access storage.
I7-56651,13,8,8,832,621,High Movement,0.6165660377358491,Medium Priority,1534C5,619,ZONE_B,True,Moderate movement/space priority; place in a standard access zone.
I7-56652,13,8,8,832,294,Medium Movement,0.4860754716981131,Medium Priority,1534D8,292,ZONE_B,True,Moderate movement/space priority; place in a standard access zone.
I7-56653,13,8,8,832,374,Medium Movement,0.5217358490566038,Medium Priority,1532C3,372,ZONE_B,True,Moderate movement/space priority; place in a standard access zone.
I7-56655,13,8,8,832,141,Low Movement,0.3798867924528302,Low Priority,1532C6,141,ZONE_C,False,Lower movement priority; can use lower-access storage.
I7-56650,13,8,8,832,660,High Movement,0.6263396226415094,Medium Priority,1534C2,660,ZONE_B,True,Moderate movement/space priority; place in a standard access zone.
I7-66215,1,1,1,1,1930,High Movement,0.6540188679245283,Medium Priority,382922,1929,ZONE_B,True,Moderate movement/space priority; place in a standard access zone.
I7-66216,1,1,1,1,2523,High Movement,0.679377358490566,Medium Priority,382923,2516,ZONE_B,True,Moderate movement/space priority; place in a standard access zone.
I7-66217,28,11,17,5236,4085,High Movement,0.9636981132075472,High Priority,383322,4083,ZONE_A,True,High movement/space priority; place in an easily accessible zone.
I7-66851,1,1,1,1,7,Low Movement,0.0555849056603773,Low Priority,371772,2,ZONE_C,False,Lower movement priority; can use lower-access storage.
I7-68318,12,8,8,768,70,Low Movement,0.2973018867924528,Low Priority,432533,69,ZONE_C,False,Lower movement priority; can use lower-access storage.
I7-71012,19,6,10,1140,2413,High Movement,0.8419056603773585,High Priority,163922,2408,ZONE_A,True,High movement/space priority; place in an easily accessible zone.
I7-71013,19,8,8,1216,557,Medium Movement,0.6476037735849056,Medium Priority,163522,557,ZONE_B,True,Moderate movement/space priority; place in a standard access zone.
I7-71014,20,6,10,1200,498,Medium Movement,0.6266226415094339,Medium Priority,163523,287,ZONE_B,True,Moderate movement/space priority; place in a standard access zone.
I7-71015,20,6,10,1200,613,Medium Movement,0.6628113207547169,Medium Priority,163923,613,ZONE_B,True,Moderate movement/space priority; place in a standard access zone.
