SKU,UOM1,UOM2,UOM3,HGT1,WID1,DPTH1,product_volume,pick_count,total_quantity_picked,movement_frequency,movement_category,cluster,movement_score,space_requirement_score,storage_priority_score,storage_priority
99-917099,UN,CJ,PT,25,13,17,5525,59,4493,59,Low Movement,0,0.19811320754716982,0.9435849056603773,0.4217547169811321,Medium Priority
99-918188,UN,CJ,PT,25,13,17,5525,1223,7143,1223,High Movement,1,0.8162264150943396,0.9435849056603773,0.8544339622641509,High Priority
99-918195,UN,CJ,PT,1,1,1,1,83,3813,83,Low Movement,0,0.24641509433962264,0.08886792452830189,0.19915094339622638,Low Priority
99-921829,UN,CJ,PT,1,1,1,1,1,7,1,Low Movement,0,0.004905660377358491,0.08886792452830189,0.03009433962264151,Low Priority
A2-11081,UN,CJ,PT,5,9,22,990,2149,97628,2149,High Movement,1,0.9116981132075471,0.5879245283018868,0.814566037735849,High Priority
A2-37077,UN,CJ,PT,22,9,13,2574,99,1473,99,Low Movement,0,0.2656603773584906,0.8501886792452831,0.44101886792452827,Medium Priority
A2-41130,UN,CJ,PT,4,15,21,1260,1893,74556,1893,High Movement,1,0.8926415094339623,0.6983018867924529,0.8343396226415094,High Priority
A2-41168,EX,CJ,PT,20,12,11,2640,1997,9878,1997,High Movement,1,0.9016981132075472,0.8535849056603774,0.8872641509433962,High Priority
A2-41189,EX,CJ,PT,20,12,11,2640,3863,33128,3863,High Movement,3,0.970566037735849,0.8535849056603774,0.9354716981132075,High Priority
A2-41180,UN,CJ,PT,4,15,22,1320,6342,590965,6342,High Movement,3,0.9947169811320755,0.7143396226415094,0.9106037735849057,High Priority
A2-41638,UN,CJ,PT,1,1,1,1,2714,148320,2714,High Movement,1,0.939622641509434,0.08886792452830189,0.6843962264150943,Medium Priority
A2-41648,UN,CJ,PT,55,14,3,2310,693,38580,693,High Movement,0,0.6871698113207547,0.8313207547169811,0.7304150943396226,Medium Priority
A291119148,UN,CJ,PT,3,14,21,882,3092,179551,3092,High Movement,1,0.950566037735849,0.5405660377358491,0.827566037735849,High Priority
A291119156,UN,CJ,PT,3,14,21,882,2345,93127,2345,High Movement,1,0.9230188679245283,0.5405660377358491,0.8082830188679244,High Priority
A291119163,UN,CJ,PT,7,10,21,1470,2810,162426,2810,High Movement,1,0.9430188679245283,0.7505660377358491,0.8852830188679244,High Priority
A291719129,UN,CJ,PT,17,10,10,1700,439,11248,439,Medium Movement,0,0.5652830188679245,0.7824528301886793,0.6304339622641509,Medium Priority
A291719137,UN,CJ,PT,17,10,9,1530,419,10911,419,Medium Movement,0,0.5541509433962264,0.7596226415094339,0.6157924528301886,Medium Priority
A291719228,UN,CJ,PT,20,12,11,2640,593,9501,593,Medium Movement,0,0.6464150943396226,0.8535849056603774,0.7085660377358489,Medium Priority
A291719483,UN,CJ,PT,25,13,13,4225,583,7815,583,Medium Movement,0,0.6422641509433962,0.9192452830188679,0.7253584905660376,Medium Priority
A297132483,UN,CJ,PT,3,14,21,882,789,22508,789,High Movement,0,0.7186792452830189,0.5405660377358491,0.6652452830188679,Medium Priority
A297132517,UN,CJ,PT,5,9,21,945,1031,25458,1031,High Movement,0,0.7826415094339623,0.5739622641509434,0.7200377358490566,Medium Priority
A3-11120,UN,CJ,PT,8,21,28,4704,948,20416,948,High Movement,0,0.7635849056603774,0.9275471698113208,0.8127735849056603,High Priority
A3-11151,UN,CJ,PT,9,18,14,2268,347,13024,347,Medium Movement,0,0.5067924528301887,0.8288679245283019,0.6034150943396226,Medium Priority
A3-11163,UN,CJ,PT,9,32,17,4896,3732,228379,3732,High Movement,3,0.9675471698113207,0.9332075471698114,0.9572452830188678,High Priority
A3-11164,UN,CJ,PT,9,32,17,4896,1408,38446,1408,High Movement,1,0.8426415094339622,0.9332075471698114,0.8698113207547169,High Priority
A3-11165,UN,CJ,PT,9,32,17,4896,2488,86162,2488,High Movement,1,0.9320754716981132,0.9332075471698114,0.9324150943396226,High Priority
A3-11166,UN,CJ,PT,9,32,18,5184,3168,156198,3168,High Movement,1,0.9528301886792453,0.9377358490566038,0.9483018867924529,High Priority
A3-11167,UN,CJ,PT,18,16,18,5184,2837,126664,2837,High Movement,1,0.9445283018867925,0.9377358490566038,0.9424905660377358,High Priority
A3-11218,UN,CJ,PT,8,21,27,4536,510,11289,510,Medium Movement,0,0.609056603773585,0.9235849056603773,0.7034150943396227,Medium Priority
A3-11486,UN,CJ,PT,13,9,4,468,3177,335641,3177,High Movement,1,0.9532075471698114,0.33132075471698114,0.7666415094339623,Medium Priority
A3-11493,UN,CJ,PT,13,9,4,468,3089,305258,3089,High Movement,1,0.950188679245283,0.33132075471698114,0.7645283018867924,Medium Priority
A3-11400,UN,CJ,PT,7,9,8,504,3055,266093,3055,High Movement,1,0.9486792452830188,0.3456603773584906,0.7677735849056603,Medium Priority
A3-11086,UN,CJ,PT,1,1,1,1,244,3022,244,Medium Movement,0,0.4328301886792453,0.08886792452830189,0.32964150943396225,Low Priority
A3-12120,UN,CJ,PT,1,1,1,1,250,3146,250,Medium Movement,0,0.4379245283018868,0.08886792452830189,0.3332075471698113,Low Priority
A3-16579,UN,CJ,PT,8,17,25,3400,497,7507,497,Medium Movement,0,0.6033962264150944,0.89,0.689377358490566,Medium Priority
A3-16581,UN,CJ,PT,8,33,13,3432,477,6942,477,Medium Movement,0,0.590377358490566,0.8913207547169811,0.6806603773584905,Medium Priority
A3-16678,UN,CJ,PT,18,13,5,1170,305,4224,305,Medium Movement,0,0.48150943396226414,0.6575471698113208,0.534320754716981,Medium Priority
A3-17313,UN,PT, ,21,31,32,20832,66,7082,66,Low Movement,0,0.21188679245283018,0.9966037735849057,0.44730188679245286,Medium Priority
A3-24393,UN,CJ,PT,26,6,20,3120,380,5447,380,Medium Movement,0,0.5275471698113208,0.8754716981132076,0.6319245283018868,Medium Priority
A3-26083,UN,CJ,PT,8,10,11,880,537,10592,537,Medium Movement,0,0.6213207547169811,0.5343396226415095,0.5952264150943396,Medium Priority
A3-27035,UN,CJ,PT,21,8,13,2184,30,437,30,Low Movement,0,0.1269811320754717,0.8254716981132075,0.33652830188679245,Low Priority
A3-41610,UN,CJ,PT,9,10,10,900,872,32507,872,High Movement,0,0.7449056603773585,0.5530188679245283,0.6873396226415094,Medium Priority
A3-41621,UN,CJ,PT,9,10,10,900,870,29315,870,High Movement,0,0.7428301886792453,0.5530188679245283,0.6858867924528301,Medium Priority
A3-41622,UN,CJ,PT,9,10,10,900,871,28999,871,High Movement,0,0.7437735849056604,0.5530188679245283,0.6865471698113207,Medium Priority
A3-41623,UN,CJ,PT,9,10,10,900,969,32996,969,High Movement,0,0.7675471698113208,0.5530188679245283,0.7031886792452829,Medium Priority
A3-41643,UN,CJ,PT,9,10,10,900,504,15299,504,Medium Movement,0,0.6066037735849057,0.5530188679245283,0.5905283018867924,Medium Priority
A3-41644,UN,CJ,PT,9,10,10,900,162,5937,162,Medium Movement,0,0.35094339622641507,0.5530188679245283,0.411566037735849,Medium Priority
A3-41653,UN,CJ,PT,1,1,1,1,153,18106,153,Medium Movement,0,0.3388679245283019,0.08886792452830189,0.2638679245283019,Low Priority
A3-41657,UN,CJ,PT,1,1,1,1,1337,42550,1337,High Movement,1,0.8339622641509434,0.08886792452830189,0.6104339622641509,Medium Priority
A3-45229,UN,CJ,PT,7,3,17,357,4877,372716,4877,High Movement,3,0.9845283018867924,0.2709433962264151,0.7704528301886792,Medium Priority
A3-45236,UN,CJ,PT,7,3,17,357,4326,312758,4326,High Movement,3,0.9777358490566038,0.2709433962264151,0.7656981132075472,Medium Priority
A3-45243,UN,CJ,PT,7,3,16,336,2616,169210,2616,High Movement,1,0.9366037735849057,0.2588679245283019,0.7332830188679245,Medium Priority
A3-45250,UN,CJ,PT,7,3,16,336,5106,409031,5106,High Movement,3,0.9871698113207548,0.2588679245283019,0.7686792452830188,Medium Priority
A3-45274,UN,CJ,PT,7,10,16,1120,1508,37522,1508,High Movement,1,0.8581132075471698,0.6275471698113207,0.7889433962264151,Medium Priority
A3-45281,UN,CJ,PT,1,1,1,1,727,19485,727,High Movement,0,0.6954716981132075,0.08886792452830189,0.5134905660377358,Medium Priority
A3-45205,UN,CJ,PT,7,5,33,1155,1687,44448,1687,High Movement,1,0.8758490566037735,0.6554716981132076,0.8097358490566038,High Priority
A3-45540,UN,CJ,PT,1,1,1,1,1045,25319,1045,High Movement,1,0.7860377358490566,0.08886792452830189,0.5768867924528301,Medium Priority
A3-45557,UN,CJ,PT,1,1,1,1,235,5832,235,Medium Movement,0,0.42547169811320756,0.08886792452830189,0.32449056603773585,Low Priority
A3-45564,UN,CJ,PT,16,28,4,1792,1009,27194,1009,High Movement,0,0.7762264150943397,0.789622641509434,0.7802452830188679,Medium Priority
A3-45571,UN,CJ,PT,1,1,1,1,1181,37663,1181,High Movement,1,0.809622641509434,0.08886792452830189,0.5933962264150944,Medium Priority
A3-52415,UN,CJ,PT,1,1,1,1,457,16919,457,Medium Movement,0,0.5769811320754717,0.08886792452830189,0.4305471698113208,Medium Priority
A3-52423,UN,CJ,PT,1,1,1,1,41,807,41,Low Movement,0,0.16018867924528302,0.08886792452830189,0.13879245283018868,Low Priority
A3-58081,UN,CJ,PT,18,13,5,1170,2310,37820,2310,High Movement,1,0.9211320754716981,0.6575471698113208,0.8420566037735848,High Priority
A3-58098,UN,CJ,PT,18,12,5,1080,2408,53831,2408,High Movement,1,0.9258490566037736,0.6115094339622642,0.8315471698113208,High Priority
A3-61234,UN,CJ,PT,28,18,5,2520,38,1884,38,Low Movement,0,0.1488679245283019,0.8460377358490566,0.3580188679245283,Low Priority
A3-74335,UN,CJ,PT,26,16,7,2912,430,5937,430,Medium Movement,0,0.560188679245283,0.8656603773584906,0.6518301886792452,Medium Priority
A3-74302,UN,CJ,PT,18,13,5,1170,2888,64854,2888,High Movement,1,0.9460377358490566,0.6575471698113208,0.8594905660377358,High Priority
A3-75530,UN,CJ,PT,1,1,1,1,394,5603,394,Medium Movement,0,0.5364150943396226,0.08886792452830189,0.4021509433962264,Medium Priority
A391956259,UN,CJ,PT,20,9,13,2340,56,791,56,Low Movement,0,0.1930188679245283,0.8326415094339623,0.3849056603773585,Low Priority
A391956522,UN,CJ,PT,21,9,13,2457,118,1631,118,Low Movement,0,0.2949056603773585,0.8437735849056603,0.45956603773584903,Medium Priority
A392056248,UN,CJ,PT,18,13,5,1170,449,6430,449,Medium Movement,0,0.5716981132075472,0.6575471698113208,0.5974528301886792,Medium Priority
A392056271,UN,CJ,PT,18,4,16,1152,258,3526,258,Medium Movement,0,0.44622641509433963,0.6533962264150943,0.508377358490566,Medium Priority
A393156584,UN,CJ,PT,18,4,16,1152,299,4299,299,Medium Movement,0,0.47641509433962265,0.6533962264150943,0.5295094339622641,Medium Priority
A393156650,UN,CJ,PT,7,18,18,2268,3839,188049,3839,High Movement,3,0.9690566037735849,0.8288679245283019,0.9269999999999999,High Priority
A393156675,UN,CJ,PT,7,18,18,2268,3349,166898,3349,High Movement,3,0.9573584905660377,0.8288679245283019,0.9188113207547169,High Priority
A393156683,UN,CJ,PT,7,18,18,2268,3474,153284,3474,High Movement,3,0.9615094339622642,0.8288679245283019,0.9217169811320755,High Priority
A393256129,UN,CJ,PT,26,6,20,3120,618,8965,618,Medium Movement,0,0.6588679245283019,0.8754716981132076,0.7238490566037735,Medium Priority
A393256153,UN,CJ,PT,12,6,6,432,451,33418,451,Medium Movement,0,0.5733962264150944,0.30886792452830186,0.49403773584905664,Medium Priority
A393256160,UN,CJ,PT,28,20,7,3920,461,7606,461,Medium Movement,0,0.5788679245283019,0.9056603773584906,0.6769056603773584,Medium Priority
A393256186,UN,CJ,PT,26,6,20,3120,350,5314,350,Medium Movement,0,0.5090566037735849,0.8754716981132076,0.6189811320754717,Medium Priority
A393256210,UN,CJ,PT,23,8,13,2392,1415,24228,1415,High Movement,1,0.8447169811320755,0.8384905660377359,0.8428490566037735,High Priority
A393256244,UN,CJ,PT,20,28,7,3920,1382,27376,1382,High Movement,1,0.8392452830188679,0.9056603773584906,0.8591698113207547,High Priority
A393256252,UN,CJ,PT,28,20,7,3920,413,6389,413,Medium Movement,0,0.5515094339622642,0.9056603773584906,0.657754716981132,Medium Priority
A396219107,UN,CJ,PT,18,12,4,864,2585,82357,2585,High Movement,1,0.9343396226415094,0.5275471698113208,0.8123018867924527,High Priority
A396219231,UN,CJ,PT,22,5,16,1760,1204,33342,1204,High Movement,1,0.8147169811320755,0.7879245283018868,0.8066792452830187,High Priority
A396219272,UN,CJ,PT,17,12,4,816,1684,53231,1684,High Movement,1,0.8750943396226415,0.5045283018867924,0.7639245283018867,Medium Priority
A396219280,UN,CJ,PT,18,13,5,1170,3189,98174,3189,High Movement,1,0.9535849056603773,0.6575471698113208,0.8647735849056604,High Priority
A396219298,UN,CJ,PT,22,5,16,1760,1208,32112,1208,High Movement,1,0.8150943396226416,0.7879245283018868,0.806943396226415,High Priority
A396219314,UN,CJ,PT,22,16,5,1760,1660,53287,1660,High Movement,1,0.8728301886792453,0.7879245283018868,0.8473584905660376,High Priority
A396219348,UN,CJ,PT,20,14,3,840,2901,132111,2901,High Movement,1,0.9464150943396227,0.5228301886792452,0.8193396226415094,High Priority
A396219371,UN,CJ,PT,21,15,2,630,4343,220334,4343,High Movement,3,0.9784905660377359,0.4149056603773585,0.8094150943396227,High Priority
A399141242,UN,CJ,PT,22,8,8,1408,2203,45411,2203,High Movement,1,0.9143396226415095,0.7354716981132076,0.8606792452830188,High Priority
A399141250,UN,CJ,PT,25,10,8,2000,471,10490,471,Medium Movement,0,0.5849056603773585,0.8049056603773584,0.6509056603773584,Medium Priority
A399141267,UN,CJ,PT,22,6,10,1320,733,14784,733,High Movement,0,0.6981132075471698,0.7143396226415094,0.7029811320754716,Medium Priority
A399141275,UN,CJ,PT,25,7,11,1925,250,5428,250,Medium Movement,0,0.4379245283018868,0.7984905660377358,0.5460943396226414,Medium Priority
A399141283,UN,CJ,PT,28,11,17,5236,851,18181,851,High Movement,0,0.7350943396226415,0.9388679245283019,0.7962264150943396,Medium Priority
A3-02102,UN,CJ,PT,25,5,20,2500,313,5376,313,Medium Movement,0,0.4871698113207547,0.8452830188679246,0.5946037735849057,Medium Priority
A5-11292,UN,CJ,PT,23,7,7,1127,10913,1464142,10913,High Movement,3,0.9996226415094339,0.63,0.8887358490566037,High Priority
A5-11293,UN,CJ,PT,23,7,7,1127,8952,947960,8952,High Movement,3,0.999245283018868,0.63,0.8884716981132075,High Priority
A5-11294,UN,CJ,PT,23,7,7,1127,11774,1637843,11774,High Movement,3,1.0,0.63,0.889,High Priority
A5-11295,UN,CJ,PT,23,7,7,1127,5562,487061,5562,High Movement,3,0.9916981132075472,0.63,0.883188679245283,High Priority
A5-11296,UN,CJ,PT,22,7,7,1078,2443,109584,2443,High Movement,1,0.9286792452830188,0.6079245283018868,0.8324528301886791,High Priority
A5-11298,UN,CJ,PT,23,7,7,1127,5100,343786,5100,High Movement,3,0.9867924528301887,0.63,0.879754716981132,High Priority
A5-11319,UN,CJ,PT,22,7,7,1078,4667,367022,4667,High Movement,3,0.9815094339622642,0.6079245283018868,0.8694339622641509,High Priority
A5-11359,UN,CJ,PT,1,1,1,1,5118,484681,5118,High Movement,3,0.9875471698113207,0.08886792452830189,0.717943396226415,Medium Priority
A5-23387,UN,CJ,PT,1,1,1,1,307,5497,307,Medium Movement,0,0.4835849056603774,0.08886792452830189,0.3651698113207547,Low Priority
A5-45145,UN,CJ,PT,15,14,40,8400,71,1012,71,Low Movement,0,0.22377358490566038,0.9709433962264151,0.4479245283018868,Medium Priority
A5-45146,UN,CJ,PT,15,14,14,2940,117,1475,117,Low Movement,0,0.2939622641509434,0.8664150943396226,0.46569811320754717,Medium Priority
A5-45147,UN,CJ,PT,16,15,14,3360,151,1719,151,Medium Movement,0,0.33490566037735847,0.8890566037735849,0.5011509433962263,Medium Priority
A5-49326,UN,CJ,PT,13,6,4,312,6172,705404,6172,High Movement,3,0.9939622641509434,0.2481132075471698,0.7702075471698113,Medium Priority
A5-49327,UN,CJ,PT,13,6,4,312,4819,436557,4819,High Movement,3,0.9830188679245283,0.2481132075471698,0.7625471698113206,Medium Priority
A5-49328,UN,CJ,PT,13,6,4,312,6391,706058,6391,High Movement,3,0.9954716981132076,0.2481132075471698,0.7712641509433962,Medium Priority
A5-40493,UN,CJ,PT,28,8,9,2016,1479,29841,1479,High Movement,1,0.8528301886792453,0.8062264150943397,0.8388490566037735,High Priority
A5-40494,UN,CJ,PT,28,8,8,1792,1169,21865,1169,High Movement,1,0.8064150943396227,0.789622641509434,0.801377358490566,High Priority
A5-40495,UN,CJ,PT,1,1,1,1,885,16332,885,High Movement,0,0.749811320754717,0.08886792452830189,0.5515283018867925,Medium Priority
A592662184,UN,CJ,PT,27,13,12,4212,333,4213,333,Medium Movement,0,0.4981132075471698,0.9173584905660377,0.6238867924528302,Medium Priority
A592662192,UN,CJ,PT,27,13,12,4212,611,6962,611,Medium Movement,0,0.6545283018867925,0.9173584905660377,0.733377358490566,Medium Priority
A592662100,UN,CJ,PT,27,13,12,4212,250,2763,250,Medium Movement,0,0.4379245283018868,0.9173584905660377,0.581754716981132,Medium Priority
A592662390,UN,CJ,PT,27,13,12,4212,163,1934,163,Medium Movement,0,0.3520754716981132,0.9173584905660377,0.5216603773584905,Medium Priority
A594862311,UN,CJ,PT,12,10,10,1200,209,4097,209,Medium Movement,0,0.40358490566037736,0.6790566037735849,0.4862264150943396,Medium Priority
A594862329,UN,CJ,PT,13,10,10,1300,370,6738,370,Medium Movement,0,0.520377358490566,0.7115094339622642,0.5777169811320754,Medium Priority
A594862337,UN,CJ,PT,12,10,10,1200,161,2563,161,Medium Movement,0,0.349811320754717,0.6790566037735849,0.44858490566037734,Medium Priority
A6-14110,UN,CJ,PT,25,6,6,900,51,1424,51,Low Movement,0,0.18396226415094338,0.5530188679245283,0.2946792452830188,Low Priority
A6A6112149,UN,CJ,PT,25,5,8,1000,408,13493,408,Medium Movement,0,0.5484905660377358,0.590754716981132,0.5611698113207546,Medium Priority
A6A6112157,UN,CJ,PT,25,6,6,900,9,84,9,Low Movement,0,0.05075471698113208,0.5530188679245283,0.20143396226415092,Low Priority
A6A6112172,UN,CJ,PT,21,6,6,756,210,4348,210,Medium Movement,0,0.4047169811320755,0.46962264150943395,0.42418867924528303,Medium Priority
A6A6112313,UN,CJ,PT,22,6,6,792,256,5575,256,Medium Movement,0,0.4441509433962264,0.4926415094339623,0.45869811320754716,Medium Priority
A9-13503,UN,CJ,PT,1,1,1,1,196,2874,196,Medium Movement,0,0.3911320754716981,0.08886792452830189,0.30045283018867924,Low Priority
A9-25108,UN,CJ,PT,1,1,1,1,1132,48074,1132,High Movement,1,0.8011320754716981,0.08886792452830189,0.5874528301886792,Medium Priority
A9-32681,UN,CJ,PT,25,9,9,2025,3281,341825,3281,High Movement,3,0.9550943396226416,0.8075471698113208,0.9108301886792454,High Priority
A9-32601,UN,CJ,PT,21,7,7,1029,3710,306153,3710,High Movement,3,0.9671698113207547,0.6020754716981133,0.8576415094339622,High Priority
A9-33101,UN,CJ,PT,29,10,10,2900,37,858,37,Low Movement,0,0.1458490566037736,0.8652830188679246,0.36167924528301887,Low Priority
A0J1921238,UN,CJ,PT,21,16,16,5376,324,3260,324,Medium Movement,0,0.4916981132075472,0.9415094339622642,0.6266415094339622,Medium Priority
AE-11820,UN,CJ,PT,19,8,4,608,4,31,4,Low Movement,0,0.025283018867924528,0.40320754716981133,0.13866037735849057,Low Priority
AE-11011,UN,CJ,PT,8,6,5,240,66,900,66,Low Movement,0,0.21188679245283018,0.20773584905660378,0.21064150943396226,Low Priority
AE-15191,UN,CJ,PT,15,7,3,315,467,26099,467,Medium Movement,0,0.5830188679245283,0.249811320754717,0.4830566037735849,Medium Priority
AE-15108,UN,CJ,PT,13,5,7,455,462,16947,462,Medium Movement,0,0.5801886792452831,0.32358490566037734,0.5032075471698113,Medium Priority
AE-15214,UN,CJ,PT,11,4,2,88,335,9191,335,Medium Movement,0,0.49981132075471696,0.17886792452830189,0.4035283018867924,Medium Priority
AE-16844,UN,CJ,PT,9,3,2,54,7,114,7,Low Movement,0,0.041320754716981135,0.1781132075471698,0.08235849056603772,Low Priority
AE-17780,UN,CJ,PT,10,27,3,810,83,2731,83,Low Movement,0,0.24641509433962264,0.500754716981132,0.3227169811320755,Low Priority
AE-19977,UN,CJ,PT,1,10,17,170,331,8935,331,Medium Movement,0,0.49660377358490565,0.19150943396226416,0.4050754716981132,Medium Priority
AE-10614,UN,CJ,PT,1,10,17,170,311,6180,311,Medium Movement,0,0.48547169811320756,0.19150943396226416,0.3972830188679245,Low Priority
AE-23943,UN,CJ,PT,1,1,1,1,5,331,5,Low Movement,0,0.030754716981132076,0.08886792452830189,0.048188679245283014,Low Priority
AE-24208,UN,CJ,PT,1,1,1,1,45,542,45,Low Movement,0,0.1720754716981132,0.08886792452830189,0.1471132075471698,Low Priority
AE-31211,UN,CJ,PT,7,9,5,315,179,3237,179,Medium Movement,0,0.37245283018867925,0.249811320754717,0.3356603773584906,Low Priority
AE-31228,UN,CJ,PT,12,5,5,300,434,12163,434,Medium Movement,0,0.5624528301886792,0.24377358490566037,0.4668490566037735,Medium Priority
AE-31081,UN,CJ,PT,1,1,1,1,15,98,15,Low Movement,0,0.07622641509433963,0.08886792452830189,0.0800188679245283,Low Priority
AE-32132,UN,CJ,PT,1,1,1,1,25,177,25,Low Movement,0,0.10811320754716981,0.08886792452830189,0.10233962264150943,Low Priority
AE-32613,UN,CJ,PT,1,1,1,1,11,47,11,Low Movement,0,0.05886792452830188,0.08886792452830189,0.06786792452830188,Low Priority
AE-51591,UN,CJ,PT,19,8,4,608,133,1482,133,Low Movement,0,0.3120754716981132,0.40320754716981133,0.33941509433962264,Low Priority
AE-51676,UN,CJ,PT,1,1,1,1,27,249,27,Low Movement,0,0.11584905660377358,0.08886792452830189,0.10775471698113206,Low Priority
AE-51683,UN,CJ,PT,1,1,1,1,30,278,30,Low Movement,0,0.1269811320754717,0.08886792452830189,0.11554716981132077,Low Priority
AE-51713,UN,CJ,PT,1,1,1,1,16,135,16,Low Movement,0,0.07849056603773585,0.08886792452830189,0.08160377358490566,Low Priority
AE-51829,UN,CJ,PT,1,1,1,1,13,167,13,Low Movement,0,0.0681132075471698,0.08886792452830189,0.07433962264150942,Low Priority
AE-54848,UN,CJ,PT,1,1,1,1,6,22,6,Low Movement,0,0.036037735849056604,0.08886792452830189,0.05188679245283019,Low Priority
AE-61331,UN,CJ,PT,1,1,1,1,5,120,5,Low Movement,0,0.030754716981132076,0.08886792452830189,0.048188679245283014,Low Priority
AE-82476,UN,CJ,PT,19,8,2,304,47,2264,47,Low Movement,0,0.17660377358490567,0.2460377358490566,0.19743396226415094,Low Priority
AE-82490,UN,CJ,PT,18,9,3,486,82,2496,82,Low Movement,0,0.24339622641509434,0.34037735849056605,0.27249056603773586,Low Priority
AE-83596,UN,CJ,PT,12,4,3,144,63,1609,63,Low Movement,0,0.20433962264150943,0.18415094339622642,0.19828301886792454,Low Priority
AE-08480,UN,CJ,PT,23,5,5,575,19,107,19,Low Movement,0,0.0879245283018868,0.38113207547169814,0.17588679245283018,Low Priority
AM-6287,UN,CJ,PT,10,23,28,6440,256,2214,256,Medium Movement,0,0.4441509433962264,0.9554716981132075,0.5975471698113207,Medium Priority
AM-814422,UN,CJ,PT,23,42,12,11592,738,4404,738,High Movement,0,0.699811320754717,0.9826415094339622,0.7846603773584906,Medium Priority
AM-8161,UN,CJ,PT,7,47,25,8225,2483,36446,2483,High Movement,1,0.9313207547169812,0.9694339622641509,0.942754716981132,High Priority
AM-81612,UN,CJ,PT,23,11,26,6578,781,6873,781,High Movement,0,0.7162264150943396,0.9577358490566038,0.7886792452830188,Medium Priority
AM-816132,UN,CJ,PT,1,1,1,1,595,7084,595,Medium Movement,0,0.6471698113207547,0.08886792452830189,0.4796792452830188,Medium Priority
AM-8171,UN,CJ,PT,7,19,24,3192,1910,25864,1910,High Movement,1,0.8939622641509434,0.8837735849056604,0.8909056603773584,High Priority
AM-81712,UN,CJ,PT,29,12,25,8700,572,5167,572,Medium Movement,0,0.6381132075471698,0.9720754716981133,0.7383018867924528,Medium Priority
AM-817132,UN,CJ,PT,1,1,1,1,452,5141,452,Medium Movement,0,0.5743396226415094,0.08886792452830189,0.42869811320754714,Medium Priority
AM-8176,UN,CJ,PT,20,8,19,3040,3093,46230,3093,High Movement,1,0.9509433962264151,0.8694339622641509,0.9264905660377358,High Priority
AM-81762,UN,CJ,PT,22,26,14,8008,948,8142,948,High Movement,0,0.7635849056603774,0.9667924528301887,0.8245471698113207,High Priority
AM-817632,UN,CJ,PT,12,22,4,1056,1883,29664,1883,High Movement,1,0.8915094339622641,0.6050943396226415,0.8055849056603773,High Priority
AM-82532,UN,CJ,PT,20,45,12,10800,840,5422,840,High Movement,0,0.7335849056603774,0.9792452830188679,0.8072830188679245,High Priority
AM-82542,UN,CJ,PT,23,45,11,11385,954,5694,954,High Movement,0,0.7650943396226415,0.9818867924528302,0.8301320754716981,High Priority
AM-825427,UN,CJ,PT,1,1,1,1,1916,20246,1916,High Movement,1,0.8943396226415095,0.08886792452830189,0.6526981132075471,Medium Priority
AM-82552,UN,CJ,PT,25,45,11,12375,975,5821,975,High Movement,0,0.769433962264151,0.9845283018867924,0.8339622641509433,High Priority
AM-825526,UN,CJ,PT,1,1,1,1,1959,20723,1959,High Movement,1,0.8988679245283019,0.08886792452830189,0.6558679245283019,Medium Priority
AM-82562,UN,CJ,PT,21,44,11,10164,628,3759,628,High Movement,0,0.6624528301886793,0.9762264150943396,0.7565849056603773,Medium Priority
AM-8421,UN,CJ,PT,22,22,10,4840,1856,16612,1856,High Movement,1,0.8879245283018868,0.93,0.9005471698113208,High Priority
AM-842126,UN,CJ,PT,1,1,1,1,2434,29896,2434,High Movement,1,0.9279245283018868,0.08886792452830189,0.6762075471698112,Medium Priority
AM-8438,UN,CJ,PT,25,21,10,5250,1733,16182,1733,High Movement,1,0.8788679245283019,0.939622641509434,0.8970943396226414,High Priority
AM-8445,UN,CJ,PT,23,21,10,4830,1864,17393,1864,High Movement,1,0.8890566037735849,0.9290566037735849,0.9010566037735848,High Priority
AM-8452,UN,CJ,PT,24,21,12,6048,1238,11379,1238,High Movement,1,0.8186792452830188,0.9509433962264151,0.8583584905660376,High Priority
AM-8469,UN,CJ,PT,22,22,11,5324,1326,12881,1326,High Movement,1,0.8311320754716981,0.9411320754716981,0.8641320754716981,High Priority
AM-0071,UN,CJ,PT,12,45,26,14040,186,1228,186,Medium Movement,0,0.38,0.990188679245283,0.5630566037735849,Medium Priority
AS-23674,UN,CJ,PT,21,6,12,1512,571,16095,571,Medium Movement,0,0.6371698113207547,0.7550943396226415,0.6725471698113207,Medium Priority
AS-27283,UN,CJ,PT,17,14,13,3094,657,9191,657,High Movement,0,0.6726415094339623,0.8722641509433963,0.7325283018867925,Medium Priority
AS-27290,UN,CJ,PT,17,14,13,3094,599,6042,599,Medium Movement,0,0.649433962264151,0.8722641509433963,0.7162830188679246,Medium Priority
AS-27207,UN,CJ,PT,12,11,11,1452,824,11755,824,High Movement,0,0.7294339622641509,0.7456603773584906,0.7343018867924528,Medium Priority
AS-27313,UN,CJ,PT,12,11,11,1452,1113,11439,1113,High Movement,1,0.7966037735849056,0.7456603773584906,0.781320754716981,Medium Priority
AS-27320,UN,CJ,PT,19,6,14,1596,952,30106,952,High Movement,0,0.7645283018867924,0.769245283018868,0.765943396226415,Medium Priority
AS-32249,UN,CJ,PT,20,6,13,1560,198,9769,198,Medium Movement,0,0.39358490566037735,0.7616981132075472,0.5040188679245283,Medium Priority
