SKU,UOM1,UOM2,UOM3,HGT1,WID1,DPTH1,product_volume,pick_count,total_quantity_picked,movement_frequency,movement_category,cluster,movement_score,space_requirement_score,storage_priority_score,storage_priority
3575026123,UN,CJ,PT,8,7,7,392,132,4323,132,Low Movement,0,0.310377358490566,0.28830188679245283,0.30375471698113204,Low Priority
3576526123,UN,PT, ,24,6,12,1728,28,40,28,Low Movement,0,0.11962264150943397,0.7858490566037736,0.31949056603773585,Low Priority
3576526157,UN,PT, ,15,16,36,8640,42,109,42,Low Movement,0,0.16433962264150945,0.9716981132075472,0.4065471698113208,Medium Priority
3576526297,UN,PT, ,125,120,125,1875000,166,586,166,Medium Movement,2,0.35509433962264153,0.999811320754717,0.5485094339622641,Medium Priority
3576526313,UN,PT, ,125,120,125,1875000,94,159,94,Low Movement,2,0.2592452830188679,0.999811320754717,0.4814150943396226,Medium Priority
3576526362,UN,PT, ,120,100,120,1440000,11,13,11,Low Movement,2,0.05886792452830188,0.999245283018868,0.34098113207547165,Low Priority
3576721137,UN,CJ,PT,21,8,8,1344,616,13420,616,Medium Movement,0,0.6575471698113208,0.7188679245283018,0.6759433962264151,Medium Priority
3576721145,UN,CJ,PT,30,7,8,1680,463,10392,463,Medium Movement,0,0.5816981132075472,0.779433962264151,0.6410188679245283,Medium Priority
3576721153,UN,CJ,PT,21,8,8,1344,625,14072,625,High Movement,0,0.6615094339622641,0.7188679245283018,0.6787169811320755,Medium Priority
3576721160,UN,CJ,PT,22,8,7,1232,746,18707,746,High Movement,0,0.7039622641509434,0.6928301886792453,0.700622641509434,Medium Priority
3576721178,UN,CJ,PT,30,6,8,1440,553,12465,553,Medium Movement,0,0.6284905660377359,0.7405660377358491,0.6621132075471698,Medium Priority
3682129241,T2,CJ,PT,2,18,9,324,882,66138,882,High Movement,0,0.7488679245283019,0.2541509433962264,0.6004528301886792,Medium Priority
3682167316,UN,CJ,PT,12,8,7,672,34,335,34,Low Movement,0,0.13886792452830188,0.4288679245283019,0.22586792452830187,Low Priority
3682187216,EX,CJ,PT,1,16,10,160,1883,23182,1883,High Movement,1,0.8915094339622641,0.19,0.6810566037735848,Medium Priority
3682187249,T4,CJ,PT,3,21,10,630,742,58147,742,High Movement,0,0.7011320754716981,0.4149056603773585,0.6152641509433961,Medium Priority
3682476254,T2,CJ,PT,13,1,14,182,658,37926,658,High Movement,0,0.6737735849056604,0.1932075471698113,0.5296037735849056,Medium Priority
3682476353,UN,CJ,PT,1,10,15,150,169,5074,169,Medium Movement,0,0.3584905660377358,0.18547169811320754,0.3065849056603773,Low Priority
3782414121,UN,CJ,PT,4,13,11,572,1732,47490,1732,High Movement,1,0.8783018867924528,0.379622641509434,0.7286981132075471,Medium Priority
3782414147,UN,CJ,PT,2,11,19,418,909,24235,909,High Movement,0,0.7535849056603774,0.30018867924528303,0.6175660377358491,Medium Priority
3782414162,UN,CJ,PT,2,10,8,160,1784,91833,1784,High Movement,1,0.8822641509433963,0.19,0.6745849056603774,Medium Priority
3782414196,UN,CJ,PT,12,2,9,216,1549,40205,1549,High Movement,1,0.8649056603773585,0.19962264150943396,0.665320754716981,Medium Priority
3782414212,UN,CJ,PT,2,9,7,126,1626,72718,1626,High Movement,1,0.8705660377358491,0.1811320754716981,0.6637358490566037,Medium Priority
4141722469,UN,CJ,PT,1,1,1,1,98,1446,98,Low Movement,0,0.2637735849056604,0.08886792452830189,0.21130188679245282,Low Priority
4141722477,UN,CJ,PT,27,4,12,1296,18,110,18,Low Movement,0,0.08396226415094339,0.7090566037735849,0.2714905660377358,Low Priority
4141722485,UN,CJ,PT,27,4,12,1296,68,1207,68,Low Movement,0,0.21754716981132075,0.7090566037735849,0.365,Low Priority
4141722493,UN,CJ,PT,22,4,4,352,5,18,5,Low Movement,0,0.030754716981132076,0.2688679245283019,0.10218867924528302,Low Priority
4141722401,UN,CJ,PT,22,4,4,352,93,1320,93,Low Movement,0,0.2571698113207547,0.2688679245283019,0.26067924528301883,Low Priority
4141722519,UN,CJ,PT,19,4,3,228,731,9574,731,High Movement,0,0.6975471698113207,0.20547169811320753,0.5499245283018868,Medium Priority
4141722535,UN,CJ,PT,22,4,9,792,766,9204,766,High Movement,0,0.7107547169811321,0.4926415094339623,0.6453207547169811,Medium Priority
4141722592,UN,CJ,PT,27,3,3,243,421,7000,421,Medium Movement,0,0.5552830188679245,0.20962264150943397,0.45158490566037734,Medium Priority
4141722626,UN,CJ,PT,2,4,22,176,1116,19620,1116,High Movement,1,0.7975471698113208,0.19226415094339622,0.6159622641509434,Medium Priority
4141722733,UN,CJ,PT,19,4,3,228,468,6335,468,Medium Movement,0,0.5835849056603774,0.20547169811320753,0.4701509433962264,Medium Priority
4141722840,UN,CJ,PT,27,3,3,243,444,6017,444,Medium Movement,0,0.5686792452830188,0.20962264150943397,0.4609622641509433,Medium Priority
4141722858,UN,CJ,PT,26,7,2,364,655,9095,655,High Movement,0,0.6713207547169812,0.27943396226415096,0.5537547169811321,Medium Priority
4141722865,UN,CJ,PT,24,5,2,240,642,8847,642,High Movement,0,0.6679245283018868,0.20773584905660378,0.5298679245283019,Medium Priority
4141722873,UN,CJ,PT,24,5,2,240,462,6915,462,Medium Movement,0,0.5801886792452831,0.20773584905660378,0.4684528301886792,Medium Priority
9918517167,EX,CJ,PT,20,12,40,9600,17,63,17,Low Movement,0,0.08037735849056604,0.9758490566037736,0.3490188679245283,Low Priority
9918517201,UN,CJ,PT,17,14,14,3332,758,3767,758,High Movement,0,0.7077358490566038,0.8875471698113208,0.7616792452830188,Medium Priority
9918517720,UN,CJ,PT,13,11,11,1573,2083,18152,2083,High Movement,1,0.9083018867924528,0.7647169811320754,0.8652264150943395,High Priority
9918517738,UN,CJ,PT,17,14,14,3332,1659,12831,1659,High Movement,1,0.8724528301886793,0.8875471698113208,0.8769811320754717,High Priority
9918517754,UN,CJ,PT,13,11,11,1573,1765,14074,1765,High Movement,1,0.8818867924528302,0.7647169811320754,0.8467358490566037,High Priority
9918517761,UN,CJ,PT,17,14,14,3332,2290,25795,2290,High Movement,1,0.919433962264151,0.8875471698113208,0.9098679245283019,High Priority
9918517774,UN,CJ,PT,13,11,11,1573,612,4539,612,Medium Movement,0,0.6552830188679245,0.7647169811320754,0.6881132075471698,Medium Priority
9918521425,UN,CJ,PT,12,11,11,1452,339,3217,339,Medium Movement,0,0.5020754716981132,0.7456603773584906,0.5751509433962263,Medium Priority
9918521433,UN,CJ,PT,12,11,11,1452,194,1918,194,Medium Movement,0,0.3890566037735849,0.7456603773584906,0.4960377358490565,Medium Priority
9918522153,UN,CJ,PT,17,14,14,3332,252,2907,252,Medium Movement,0,0.44018867924528304,0.8875471698113208,0.5743962264150944,Medium Priority
16-26016,UN,CJ,PT,20,6,6,720,301,3396,301,Medium Movement,0,0.4784905660377359,0.4483018867924528,0.46943396226415096,Medium Priority
16-394342,UN,CJ,PT,2,14,4,112,336,4856,336,Medium Movement,0,0.5003773584905661,0.18037735849056605,0.40437735849056605,Medium Priority
16-394373,UN,CJ,PT,3,17,13,663,394,5966,394,Medium Movement,0,0.5364150943396226,0.4269811320754717,0.5035849056603774,Medium Priority
16-441237,UN,CJ,PT,22,7,11,1694,63,560,63,Low Movement,0,0.20433962264150943,0.7818867924528302,0.37760377358490566,Low Priority
