SKU,UOM1,UOM2,UOM3,HGT1,WID1,DPTH1,product_volume,pick_count,total_quantity_picked,movement_frequency,movement_category,cluster
AE-19977,UN,CJ,PT,1,10,17,170,331,8935,331,Medium Movement,0
AE-10614,UN,CJ,PT,1,10,17,170,311,6180,311,Medium Movement,0
AE-23943,UN,CJ,PT,1,1,1,1,5,331,5,Low Movement,0
AE-24208,UN,CJ,PT,1,1,1,1,45,542,45,Low Movement,0
AE-31211,UN,CJ,PT,7,9,5,315,179,3237,179,Medium Movement,0
AE-31228,UN,CJ,PT,12,5,5,300,434,12163,434,Medium Movement,0
AE-31081,UN,CJ,PT,1,1,1,1,15,98,15,Low Movement,0
AE-32132,UN,CJ,PT,1,1,1,1,25,177,25,Low Movement,0
AE-32613,UN,CJ,PT,1,1,1,1,11,47,11,Low Movement,0
AE-51591,UN,CJ,PT,19,8,4,608,133,1482,133,Low Movement,0
AE-51676,UN,CJ,PT,1,1,1,1,27,249,27,Low Movement,0
AE-51683,UN,CJ,PT,1,1,1,1,30,278,30,Low Movement,0
AE-51713,UN,CJ,PT,1,1,1,1,16,135,16,Low Movement,0
AE-51829,UN,CJ,PT,1,1,1,1,13,167,13,Low Movement,0
AE-54848,UN,CJ,PT,1,1,1,1,6,22,6,Low Movement,0
AE-61331,UN,CJ,PT,1,1,1,1,5,120,5,Low Movement,0
AE-82476,UN,CJ,PT,19,8,2,304,47,2264,47,Low Movement,0
AE-82490,UN,CJ,PT,18,9,3,486,82,2496,82,Low Movement,0
AE-83596,UN,CJ,PT,12,4,3,144,63,1609,63,Low Movement,0
AE-08480,UN,CJ,PT,23,5,5,575,19,107,19,Low Movement,0
AM-6287,UN,CJ,PT,10,23,28,6440,256,2214,256,Medium Movement,0
AM-814422,UN,CJ,PT,23,42,12,11592,738,4404,738,High Movement,0
AM-8161,UN,CJ,PT,7,47,25,8225,2483,36446,2483,High Movement,1
AM-81612,UN,CJ,PT,23,11,26,6578,781,6873,781,High Movement,0
AM-816132,UN,CJ,PT,1,1,1,1,595,7084,595,Medium Movement,0
AM-8171,UN,CJ,PT,7,19,24,3192,1910,25864,1910,High Movement,1
AM-81712,UN,CJ,PT,29,12,25,8700,572,5167,572,Medium Movement,0
AM-817132,UN,CJ,PT,1,1,1,1,452,5141,452,Medium Movement,0
AM-8176,UN,CJ,PT,20,8,19,3040,3093,46230,3093,High Movement,1
AM-81762,UN,CJ,PT,22,26,14,8008,948,8142,948,High Movement,0
AM-817632,UN,CJ,PT,12,22,4,1056,1883,29664,1883,High Movement,1
AM-82532,UN,CJ,PT,20,45,12,10800,840,5422,840,High Movement,0
AM-82542,UN,CJ,PT,23,45,11,11385,954,5694,954,High Movement,0
AM-825427,UN,CJ,PT,1,1,1,1,1916,20246,1916,High Movement,1
AM-82552,UN,CJ,PT,25,45,11,12375,975,5821,975,High Movement,0
AM-825526,UN,CJ,PT,1,1,1,1,1959,20723,1959,High Movement,1
AM-82562,UN,CJ,PT,21,44,11,10164,628,3759,628,High Movement,0
AM-8421,UN,CJ,PT,22,22,10,4840,1856,16612,1856,High Movement,1
AM-842126,UN,CJ,PT,1,1,1,1,2434,29896,2434,High Movement,1
AM-8438,UN,CJ,PT,25,21,10,5250,1733,16182,1733,High Movement,1
AM-8445,UN,CJ,PT,23,21,10,4830,1864,17393,1864,High Movement,1
AM-8452,UN,CJ,PT,24,21,12,6048,1238,11379,1238,High Movement,1
AM-8469,UN,CJ,PT,22,22,11,5324,1326,12881,1326,High Movement,1
AM-0071,UN,CJ,PT,12,45,26,14040,186,1228,186,Medium Movement,0
AS-23674,UN,CJ,PT,21,6,12,1512,571,16095,571,Medium Movement,0
AS-27283,UN,CJ,PT,17,14,13,3094,657,9191,657,High Movement,0
AS-27290,UN,CJ,PT,17,14,13,3094,599,6042,599,Medium Movement,0
AS-27207,UN,CJ,PT,12,11,11,1452,824,11755,824,High Movement,0
AS-27313,UN,CJ,PT,12,11,11,1452,1113,11439,1113,High Movement,1
AS-27320,UN,CJ,PT,19,6,14,1596,952,30106,952,High Movement,0
AS-32249,UN,CJ,PT,20,6,13,1560,198,9769,198,Medium Movement,0
AS-32287,UN,CJ,PT,20,6,12,1440,105,8715,105,Low Movement,0
AS-32423,UN,CJ,PT,26,15,7,2730,146,2133,146,Low Movement,0
AS-32447,UN,CJ,PT,27,7,15,2835,88,2519,88,Low Movement,0
AS-80190,UN,CJ,PT,17,14,13,3094,2226,24920,2226,High Movement,1
AS-80101,UN,CJ,PT,22,16,16,5632,1692,22929,1692,High Movement,1
AS-80211,UN,CJ,PT,12,11,11,1452,2221,32458,2221,High Movement,1
AS-01012,UN,CJ,PT,29,15,7,3045,1499,31851,1499,High Movement,1
AS-01013,UN,CJ,PT,12,11,11,1452,3856,90469,3856,High Movement,3
AS-01014,UN,CJ,PT,17,14,13,3094,3492,46404,3492,High Movement,3
AS-01015,UN,CJ,PT,22,16,16,5632,2573,31084,2573,High Movement,1
AS-01067,UN,CJ,PT,12,10,11,1320,828,9227,828,High Movement,0
AS-01068,UN,CJ,PT,17,14,13,3094,541,3754,541,Medium Movement,0
AS-01069,UN,CJ,PT,12,11,11,1452,1020,10120,1020,High Movement,0
AS-01060,UN,CJ,PT,17,13,13,2873,977,8304,977,High Movement,0
AS-02211,UN,CJ,PT,18,13,13,3042,355,5045,355,Medium Movement,0
C2-16524,UN,CJ,PT,1,1,1,1,349,5318,349,Medium Movement,0
C2-16527,UN,CJ,PT,1,1,1,1,301,5089,301,Medium Movement,0
C2-16529,UN,CJ,PT,1,1,1,1,100,1632,100,Low Movement,0
C2-17938,UN,CJ,PT,1,1,1,1,272,3918,272,Medium Movement,0
C2-17947,UN,CJ,PT,1,1,1,1,205,3054,205,Medium Movement,0
C2-17948,UN,CJ,PT,1,1,1,1,99,1424,99,Low Movement,0
C2-19085,UN,CJ,PT,1,1,1,1,157,2539,157,Medium Movement,0
C2-19086,UN,CJ,PT,22,10,6,1320,111,1605,111,Low Movement,0
C2-19087,UN,CJ,PT,1,1,1,1,177,2628,177,Medium Movement,0
C2-19088,UN,CJ,PT,1,1,1,1,121,1874,121,Low Movement,0
C2-21039,UN,CJ,PT,1,1,1,1,77,1196,77,Low Movement,0
C2-21046,UN,CJ,PT,1,1,1,1,9,144,9,Low Movement,0
C2-21053,UN,CJ,PT,1,1,1,1,112,1756,112,Low Movement,0
C7-15347,UN,CJ,PT,21,7,7,1029,147,3131,147,Low Movement,0
C7-15348,UN,CJ,PT,25,5,12,1500,140,2363,140,Low Movement,0
C7-15395,UN,CJ,PT,17,6,6,612,328,5594,328,Medium Movement,0
C7-15396,UN,CJ,PT,21,7,7,1029,116,1661,116,Low Movement,0
C7-15397,UN,CJ,PT,22,7,7,1078,84,1440,84,Low Movement,0
C7-15398,UN,CJ,PT,25,8,8,1600,5,90,5,Low Movement,0
C7-15624,UN,CJ,PT,26,9,9,2106,50,820,50,Low Movement,0
C7-15625,UN,CJ,PT,26,9,9,2106,72,776,72,Low Movement,0
C7-15626,UN,CJ,PT,17,6,6,612,116,2055,116,Low Movement,0
C704831237,UN,CJ,PT,28,12,11,3696,27,654,27,Low Movement,0
C8-1151,UN,CJ,PT,9,6,6,324,866,41400,866,High Movement,0
C8-1152,UN,CJ,PT,9,6,6,324,712,29847,712,High Movement,0
C8-1154,UN,CJ,PT,11,8,8,704,291,8106,291,Medium Movement,0
C8-1249,UN,CJ,PT,1,1,1,1,62,1140,62,Low Movement,0
C8-1256,UN,CJ,PT,1,1,1,1,65,1122,65,Low Movement,0
C8-18186,UN,CJ,PT,16,10,4,640,97,1344,97,Low Movement,0
C8-18187,UN,CJ,PT,16,10,5,800,172,2823,172,Medium Movement,0
C8-18189,UN,CJ,PT,16,10,4,640,51,762,51,Low Movement,0
C8-1907,UN,CJ,PT,4,9,9,324,2652,215394,2652,High Movement,1
C8-1908,UN,CJ,PT,4,9,9,324,2836,268796,2836,High Movement,1
C8-4193,UN,CJ,PT,1,1,1,1,133,6190,133,Low Movement,0
