SKU,UOM1,UOM2,UOM3,HGT1,WID1,DPTH1,product_volume,pick_count,total_quantity_picked,movement_frequency,movement_category,cluster
3575821136,UN,CJ,PT,17,3,11,561,67,2460,67,Low Movement,0
3575926125,UN,CJ,PT,6,9,9,486,109,4063,109,Low Movement,0
3575026123,UN,CJ,PT,8,7,7,392,132,4323,132,Low Movement,0
3576526123,UN,PT, ,24,6,12,1728,28,40,28,Low Movement,0
3576526157,UN,PT, ,15,16,36,8640,42,109,42,Low Movement,0
3576526297,UN,PT, ,125,120,125,1875000,166,586,166,Medium Movement,2
3576526313,UN,PT, ,125,120,125,1875000,94,159,94,Low Movement,2
3576526362,UN,PT, ,120,100,120,1440000,11,13,11,Low Movement,2
3576721137,UN,CJ,PT,21,8,8,1344,616,13420,616,Medium Movement,0
3576721145,UN,CJ,PT,30,7,8,1680,463,10392,463,Medium Movement,0
3576721153,UN,CJ,PT,21,8,8,1344,625,14072,625,High Movement,0
3576721160,UN,CJ,PT,22,8,7,1232,746,18707,746,High Movement,0
3576721178,UN,CJ,PT,30,6,8,1440,553,12465,553,Medium Movement,0
3682129241,T2,CJ,PT,2,18,9,324,882,66138,882,High Movement,0
3682167316,UN,CJ,PT,12,8,7,672,34,335,34,Low Movement,0
3682187216,EX,CJ,PT,1,16,10,160,1883,23182,1883,High Movement,1
3682187249,T4,CJ,PT,3,21,10,630,742,58147,742,High Movement,0
3682476254,T2,CJ,PT,13,1,14,182,658,37926,658,High Movement,0
3682476353,UN,CJ,PT,1,10,15,150,169,5074,169,Medium Movement,0
3782414121,UN,CJ,PT,4,13,11,572,1732,47490,1732,High Movement,1
3782414147,UN,CJ,PT,2,11,19,418,909,24235,909,High Movement,0
3782414162,UN,CJ,PT,2,10,8,160,1784,91833,1784,High Movement,1
3782414196,UN,CJ,PT,12,2,9,216,1549,40205,1549,High Movement,1
3782414212,UN,CJ,PT,2,9,7,126,1626,72718,1626,High Movement,1
4141722469,UN,CJ,PT,1,1,1,1,98,1446,98,Low Movement,0
4141722477,UN,CJ,PT,27,4,12,1296,18,110,18,Low Movement,0
4141722485,UN,CJ,PT,27,4,12,1296,68,1207,68,Low Movement,0
4141722493,UN,CJ,PT,22,4,4,352,5,18,5,Low Movement,0
4141722401,UN,CJ,PT,22,4,4,352,93,1320,93,Low Movement,0
4141722519,UN,CJ,PT,19,4,3,228,731,9574,731,High Movement,0
4141722535,UN,CJ,PT,22,4,9,792,766,9204,766,High Movement,0
4141722592,UN,CJ,PT,27,3,3,243,421,7000,421,Medium Movement,0
4141722626,UN,CJ,PT,2,4,22,176,1116,19620,1116,High Movement,1
4141722733,UN,CJ,PT,19,4,3,228,468,6335,468,Medium Movement,0
4141722840,UN,CJ,PT,27,3,3,243,444,6017,444,Medium Movement,0
4141722858,UN,CJ,PT,26,7,2,364,655,9095,655,High Movement,0
4141722865,UN,CJ,PT,24,5,2,240,642,8847,642,High Movement,0
4141722873,UN,CJ,PT,24,5,2,240,462,6915,462,Medium Movement,0
9918517167,EX,CJ,PT,20,12,40,9600,17,63,17,Low Movement,0
9918517201,UN,CJ,PT,17,14,14,3332,758,3767,758,High Movement,0
9918517720,UN,CJ,PT,13,11,11,1573,2083,18152,2083,High Movement,1
9918517738,UN,CJ,PT,17,14,14,3332,1659,12831,1659,High Movement,1
9918517754,UN,CJ,PT,13,11,11,1573,1765,14074,1765,High Movement,1
9918517761,UN,CJ,PT,17,14,14,3332,2290,25795,2290,High Movement,1
9918517774,UN,CJ,PT,13,11,11,1573,612,4539,612,Medium Movement,0
9918521425,UN,CJ,PT,12,11,11,1452,339,3217,339,Medium Movement,0
9918521433,UN,CJ,PT,12,11,11,1452,194,1918,194,Medium Movement,0
9918522153,UN,CJ,PT,17,14,14,3332,252,2907,252,Medium Movement,0
16-26016,UN,CJ,PT,20,6,6,720,301,3396,301,Medium Movement,0
16-394342,UN,CJ,PT,2,14,4,112,336,4856,336,Medium Movement,0
16-394373,UN,CJ,PT,3,17,13,663,394,5966,394,Medium Movement,0
16-441237,UN,CJ,PT,22,7,11,1694,63,560,63,Low Movement,0
16-459332,UN,CJ,PT,21,6,6,756,245,3169,245,Medium Movement,0
16-405806,UN,CJ,PT,1,1,1,1,166,2182,166,Medium Movement,0
21-111937,UN,CJ,PT,15,10,1,150,212,5062,212,Medium Movement,0
21-113616,UN,CJ,PT,19,6,6,684,3865,107675,3865,High Movement,3
21-114427,UN,CJ,PT,17,6,5,510,820,8569,820,High Movement,0
21-114420,UN,CJ,PT,19,13,2,494,503,8043,503,Medium Movement,0
21-121212,UN,CJ,PT,19,10,9,1710,867,12987,867,High Movement,0
21-213653,UN,CJ,PT,24,6,6,864,493,7490,493,Medium Movement,0
21-213656,UN,CJ,PT,24,6,6,864,246,3223,246,Medium Movement,0
21-22217,UN,CJ,PT,16,1,11,176,191,3047,191,Medium Movement,0
21-241672,UN,CJ,PT,25,6,6,900,4250,69252,4250,High Movement,3
21-241736,UN,CJ,PT,27,7,6,1134,3062,62109,3062,High Movement,1
21-241730,UN,CJ,PT,9,9,9,729,147,2655,147,Low Movement,0
21-241741,UN,CJ,PT,25,6,6,900,4178,89396,4178,High Movement,3
21-244941,UN,CJ,PT,25,6,6,900,4336,80521,4336,High Movement,3
21-244947,UN,CJ,PT,25,6,6,900,2301,38114,2301,High Movement,1
21-25999,UN,CJ,PT,30,8,7,1680,796,15735,796,High Movement,0
21-25905,UN,CJ,PT,31,9,7,1953,1061,22387,1061,High Movement,1
21-262433,UN,CJ,PT,26,6,6,936,275,5717,275,Medium Movement,0
21-263978,UN,CJ,PT,25,6,6,900,222,4411,222,Medium Movement,0
21-264430,UN,CJ,PT,17,13,2,442,39,310,39,Low Movement,0
21-266440,UN,CJ,PT,8,25,6,1200,2257,49386,2257,High Movement,1
21-28459,UN,CJ,PT,21,8,8,1344,946,18752,946,High Movement,0
21-28450,UN,CJ,PT,21,9,8,1512,892,18425,892,High Movement,0
21-28796,UN,CJ,PT,15,22,19,6270,1,1,1,Low Movement,0
21-35418,UN,CJ,PT,21,7,7,1029,608,12632,608,Medium Movement,0
21-38444,UN,CJ,PT,21,8,11,1848,342,6393,342,Medium Movement,0
21-39147,UN,CJ,PT,21,8,8,1344,157,4672,157,Medium Movement,0
21-522670,UN,CJ,PT,17,3,10,510,26,7872,26,Low Movement,0
21-523547,UN,PT, ,24,6,12,1728,3,18,3,Low Movement,0
21-523509,UN,PT, ,20,12,6,1440,1341,5234,1341,High Movement,1
21-614607,UN,CJ,PT,20,11,6,1320,581,19242,581,Medium Movement,0
21-614608,UN,CJ,PT,17,3,10,510,754,28978,754,High Movement,0
21-614609,UN,CJ,PT,17,7,5,595,10,197,10,Low Movement,0
21-624678,UN,CJ,PT,8,9,3,216,28,966,28,Low Movement,0
21-631080,UN,CJ,PT,16,5,19,1520,242,3330,242,Medium Movement,0
21-633532,UN,CJ,PT,24,6,9,1296,572,9186,572,Medium Movement,0
21-633701,UN,CJ,PT,4,13,13,676,2482,80801,2482,High Movement,1
21-644382,UN,CJ,PT,4,9,16,576,1881,55769,1881,High Movement,1
21-661921,UN,CJ,PT,27,7,8,1512,346,5070,346,Medium Movement,0
21-662624,UN,PT, ,24,6,12,1728,47,9072,47,Low Movement,0
21-713803,UN,CJ,PT,19,7,4,532,314,4969,314,Medium Movement,0
21-714633,UN,CJ,PT,13,6,3,234,1732,57450,1732,High Movement,1
21-714636,UN,CJ,PT,12,6,3,216,1522,47739,1522,High Movement,1
21-715188,UN,CJ,PT,19,13,2,494,231,3613,231,Medium Movement,0
21-715194,UN,CJ,PT,20,10,5,1000,104,1624,104,Low Movement,0
21-715109,UN,CJ,PT,19,3,10,570,5,48,5,Low Movement,0
21-715467,UN,PT, ,19,6,17,1938,88,17388,88,Low Movement,0
21-715783,UN,CJ,PT,20,4,16,1280,6,48,6,Low Movement,0
21-715920,UN,CJ,PT,24,6,9,1296,511,7449,511,Medium Movement,0
21-717398,UN,CJ,PT,18,12,1,216,10,183,10,Low Movement,0
21-710692,UN,CJ,PT,25,6,6,900,869,16882,869,High Movement,0
21-722354,UN,CJ,PT,18,14,5,1260,8,30,8,Low Movement,0
21-722592,UN,CJ,PT,8,25,6,1200,346,5384,346,Medium Movement,0
21-723011,UN,CJ,PT,27,10,6,1620,195,2466,195,Medium Movement,0
21-724564,UN,CJ,PT,19,5,5,475,707,14142,707,High Movement,0
21-726162,UN,CJ,PT,13,7,6,546,1203,38125,1203,High Movement,1
21-726167,UN,CJ,PT,13,4,11,572,1011,31607,1011,High Movement,0
21-726628,UN,CJ,PT,13,10,5,650,61,1426,61,Low Movement,0
21-726055,UN,CJ,PT,27,15,8,3240,8,84,8,Low Movement,0
21-726058,UN,CJ,PT,14,8,8,896,635,12710,635,High Movement,0
21-726062,UN,CJ,PT,14,8,8,896,995,18793,995,High Movement,0
21-7275281,UN,CJ,PT,15,7,7,735,801,7462,801,High Movement,0
21-7275291,UN,CJ,PT,15,7,7,735,505,4661,505,Medium Movement,0
21-7275201,UN,CJ,PT,15,7,7,735,402,3701,402,Medium Movement,0
21-729761,UN,CJ,PT,18,7,4,504,744,11960,744,High Movement,0
21-720902,UN,PT, ,1,1,1,1,1,1,1,Low Movement,0
217316507H,UN,CJ,PT,24,6,6,864,18,287,18,Low Movement,0
21-732269,UN,CJ,PT,17,5,5,425,883,12996,883,High Movement,0
21-733213,UN,CJ,PT,32,12,27,10368,287,5480,287,Medium Movement,0
21-733362,UN,CJ,PT,24,15,11,3960,59,360,59,Low Movement,0
21-733363,UN,CJ,PT,16,7,7,784,41,406,41,Low Movement,0
21-734681,UN,CJ,PT,19,15,6,1710,1,5,1,Low Movement,0
21-734682,UN,CJ,PT,11,18,2,396,172,2578,172,Medium Movement,0
21-734716,UN,CJ,PT,25,6,6,900,2462,53618,2462,High Movement,1
21-735996,UN,CJ,PT,28,18,5,2520,772,4580,772,High Movement,0
21-735999,UN,CJ,PT,7,2,32,448,137,2061,137,Low Movement,0
21-735990,UN,CJ,PT,7,17,3,357,808,13190,808,High Movement,0
21-738609,UN,CJ,PT,24,6,6,864,3496,105501,3496,High Movement,3
21-738600,UN,CJ,PT,19,6,6,684,3900,133200,3900,High Movement,3
21-738768,UN,CJ,PT,26,1,16,416,100,1248,100,Low Movement,0
21-741133,UN,CJ,PT,19,6,6,684,455,6310,455,Medium Movement,0
21-741271,UN,PT, ,18,13,4,936,75,13777,75,Low Movement,0
21-743699,UN,CJ,PT,25,6,6,900,3635,63962,3635,High Movement,3
21-743690,UN,CJ,PT,11,18,2,396,172,2511,172,Medium Movement,0
21-743602,UN,CJ,PT,19,4,12,912,529,8130,529,Medium Movement,0
21-745474,UN,CJ,PT,18,12,1,216,31,391,31,Low Movement,0
21-748818,UN,CJ,PT,25,6,6,900,747,15235,747,High Movement,0
21-748819,UN,CJ,PT,1,1,1,1,192,3812,192,Medium Movement,0
21-748810,UN,CJ,PT,24,6,6,864,1337,39414,1337,High Movement,1
21-749293,UN,CJ,PT,24,6,6,864,266,4588,266,Medium Movement,0
21-749296,UN,CJ,PT,1,1,1,1,5,900,5,Low Movement,0
21-740506,UN,CJ,PT,19,3,12,684,66,586,66,Low Movement,0
21-752114,UN,CJ,PT,17,13,4,884,614,5951,614,Medium Movement,0
21-752132,UN,CJ,PT,26,6,6,936,116,3810,116,Low Movement,0
21-753419,UN,CJ,PT,25,6,6,900,158,1332,158,Medium Movement,0
21-753937,UN,CJ,PT,15,7,7,735,891,8326,891,High Movement,0
21-753077,UN,CJ,PT,21,8,8,1344,44,498,44,Low Movement,0
21-753079,UN,CJ,PT,1,1,1,1,391,7940,391,Medium Movement,0
21-753007,UN,CJ,PT,1,1,1,1,307,5654,307,Medium Movement,0
21-754919,UN,CJ,PT,20,4,16,1280,576,9073,576,Medium Movement,0
21-754910,UN,CJ,PT,19,13,2,494,372,6008,372,Medium Movement,0
21-755172,UN,CJ,PT,29,7,12,2436,177,2439,177,Medium Movement,0
21-755225,UN,CJ,PT,1,1,1,1,23,443,23,Low Movement,0
21-755322,UN,CJ,PT,29,9,9,2349,1158,14522,1158,High Movement,1
21-755324,UN,CJ,PT,29,9,9,2349,1224,15477,1224,High Movement,1
21-755329,UN,CJ,PT,29,9,9,2349,1246,16785,1246,High Movement,1
21-755458,UN,CJ,PT,1,1,1,1,68,786,68,Low Movement,0
21-755509,UN,PT, ,23,6,12,1656,116,23859,116,Low Movement,0
21-756028,UN,CJ,PT,1,1,1,1,188,3625,188,Medium Movement,0
21-757756,UN,CJ,PT,4,25,12,1200,482,9267,482,Medium Movement,0
21-757784,UN,CJ,PT,12,5,6,360,831,16847,831,High Movement,0
21-757707,UN,CJ,PT,29,7,12,2436,534,7447,534,Medium Movement,0
21-757856,UN,CJ,PT,8,25,6,1200,130,1895,130,Low Movement,0
21-757879,UN,CJ,PT,17,5,4,340,30,287,30,Low Movement,0
21-757895,UN,CJ,PT,2,9,8,144,2290,74979,2290,High Movement,1
21-757896,UN,CJ,PT,2,9,8,144,961,21028,961,High Movement,0
21-757957,UN,CJ,PT,3,10,10,300,1066,35308,1066,High Movement,1
21-757958,UN,CJ,PT,3,10,10,300,337,10086,337,Medium Movement,0
21-757961,UN,CJ,PT,3,10,10,300,299,7779,299,Medium Movement,0
21-758791,UN,CJ,PT,17,4,6,408,1300,24464,1300,High Movement,1
21-758703,UN,CJ,PT,17,5,4,340,596,7051,596,Medium Movement,0
21-758707,UN,CJ,PT,6,12,7,504,228,3298,228,Medium Movement,0
21-758709,UN,CJ,PT,5,13,9,585,293,4035,293,Medium Movement,0
21-758812,UN,CJ,PT,6,13,7,546,571,9953,571,Medium Movement,0
21-758869,UN,CJ,PT,17,4,6,408,385,4953,385,Medium Movement,0
21-759434,UN,CJ,PT,25,6,6,900,250,1908,250,Medium Movement,0
21-759437,UN,CJ,PT,25,6,6,900,405,3470,405,Medium Movement,0
21-750182,UN,CJ,PT,4,8,7,224,1039,28262,1039,High Movement,1
21-750193,UN,CJ,PT,18,4,8,576,795,9593,795,High Movement,0
21-750194,UN,CJ,PT,5,7,8,280,859,20506,859,High Movement,0
21-750196,UN,CJ,PT,19,8,11,1672,595,8607,595,Medium Movement,0
21-750197,UN,CJ,PT,4,7,7,196,1411,37870,1411,High Movement,1
21-750214,UN,CJ,PT,1,12,18,216,736,11224,736,High Movement,0
21-750215,UN,CJ,PT,4,8,7,224,2660,93048,2660,High Movement,1
21-750217,UN,CJ,PT,5,7,7,245,2467,90322,2467,High Movement,1
21-750218,UN,CJ,PT,18,14,4,1008,719,8005,719,High Movement,0
21-762949,UN,CJ,PT,26,10,6,1560,638,8542,638,High Movement,0
21-762951,UN,CJ,PT,30,7,10,2100,674,8124,674,High Movement,0
21-764441,UN,CJ,PT,31,17,9,4743,3,6,3,Low Movement,0
21-764476,UN,CJ,PT,19,6,6,684,230,2164,230,Medium Movement,0
21-764923,UN,CJ,PT,28,23,9,5796,836,5566,836,High Movement,0
21-765334,UN,CJ,PT,15,7,7,735,76,607,76,Low Movement,0
21-766781,UN,CJ,PT,17,6,5,510,408,7045,408,Medium Movement,0
21-766828,UN,CJ,PT,4,26,12,1248,435,6443,435,Medium Movement,0
21-766829,UN,CJ,PT,4,25,12,1200,939,15831,939,High Movement,0
21-766820,UN,CJ,PT,12,17,1,204,1016,17661,1016,High Movement,0
21-766832,UN,CJ,PT,17,3,15,765,992,17769,992,High Movement,0
21-767210,UN,CJ,PT,12,6,3,216,738,26260,738,High Movement,0
21-767823,UN,CJ,PT,13,8,8,832,692,12228,692,High Movement,0
21-771761,UN,CJ,PT,25,6,6,900,1675,38771,1675,High Movement,1
21-775226,UN,CJ,PT,18,6,5,540,703,5742,703,High Movement,0
21-775229,UN,CJ,PT,17,13,2,442,498,6436,498,Medium Movement,0
21-775220,UN,CJ,PT,17,4,5,340,303,3676,303,Medium Movement,0
21-775231,UN,CJ,PT,1,1,1,1,662,10620,662,High Movement,0
21-775252,UN,CJ,PT,17,6,5,510,447,3481,447,Medium Movement,0
21-775253,UN,CJ,PT,17,7,4,476,602,8121,602,Medium Movement,0
21-775255,UN,CJ,PT,1,1,1,1,502,4548,502,Medium Movement,0
21-775262,UN,CJ,PT,17,8,1,136,545,7674,545,Medium Movement,0
21-775266,UN,CJ,PT,17,13,2,442,877,7299,877,High Movement,0
21-775267,UN,CJ,PT,19,17,4,1292,582,4781,582,Medium Movement,0
21-775316,UN,CJ,PT,1,1,1,1,401,6111,401,Medium Movement,0
21-775488,UN,CJ,PT,21,18,3,1134,907,15826,907,High Movement,0
21-775097,UN,CJ,PT,21,4,16,1344,1,60,1,Low Movement,0
21-779299,UN,CJ,PT,8,25,6,1200,713,14048,713,High Movement,0
21-779205,UN,CJ,PT,22,10,16,3520,758,4946,758,High Movement,0
21-779737,UN,CJ,PT,1,1,1,1,24,473,24,Low Movement,0
21-770020,UN,CJ,PT,1,1,1,1,451,9874,451,Medium Movement,0
21-785633,UN,CJ,PT,1,1,1,1,94,2214,94,Low Movement,0
21-785635,UN,CJ,PT,1,1,1,1,106,2448,106,Low Movement,0
21-785948,UN,CJ,PT,1,1,1,1,20,366,20,Low Movement,0
21-785975,UN,CJ,PT,1,1,1,1,294,3194,294,Medium Movement,0
21-785977,UN,CJ,PT,1,1,1,1,83,951,83,Low Movement,0
21-786674,UN,CJ,PT,1,1,1,1,233,2971,233,Medium Movement,0
21-787156,UN,CJ,PT,1,1,1,1,2,810,2,Low Movement,0
21-787105,UN,CJ,PT,15,10,1,150,152,3021,152,Medium Movement,0
21-789072,UN,CJ,PT,1,1,1,1,137,1871,137,Low Movement,0
21-789078,UN,CJ,PT,1,1,1,1,70,2268,70,Low Movement,0
21-780496,UN,CJ,PT,1,1,1,1,9,78,9,Low Movement,0
21-792153,UN,CJ,PT,1,1,1,1,102,1398,102,Low Movement,0
21-792264,UN,CJ,PT,1,1,1,1,328,4568,328,Medium Movement,0
21-792265,UN,CJ,PT,9,9,9,729,35,414,35,Low Movement,0
21-793519,UN,CJ,PT,1,1,1,1,252,5094,252,Medium Movement,0
21-793525,UN,CJ,PT,1,1,1,1,262,4666,262,Medium Movement,0
21-793086,UN,PT, ,1,1,1,1,66,13608,66,Low Movement,0
21-794441,UN,CJ,PT,1,1,1,1,22,396,22,Low Movement,0
21-794862,UN,CJ,PT,1,1,1,1,630,13447,630,High Movement,0
21-794863,UN,CJ,PT,1,1,1,1,406,8161,406,Medium Movement,0
21-794864,UN,CJ,PT,1,1,1,1,225,5635,225,Medium Movement,0
21-794940,UN,CJ,PT,1,1,1,1,41,732,41,Low Movement,0
21-794951,UN,CJ,PT,1,1,1,1,128,1875,128,Low Movement,0
21-794952,UN,CJ,PT,1,1,1,1,127,1153,127,Low Movement,0
21-794954,UN,CJ,PT,1,1,1,1,43,807,43,Low Movement,0
21-794956,UN,CJ,PT,1,1,1,1,64,572,64,Low Movement,0
21-795335,UN,CJ,PT,1,1,1,1,1,54,1,Low Movement,0
21-795474,UN,CJ,PT,1,1,1,1,62,908,62,Low Movement,0
21-795499,UN,CJ,PT,1,1,1,1,61,818,61,Low Movement,0
21-796916,UN,CJ,PT,1,1,1,1,25,480,25,Low Movement,0
21-810461,UN,CJ,PT,14,17,16,3808,3,24,3,Low Movement,0
21-958002,UN,CJ,PT,24,5,10,1200,270,3859,270,Medium Movement,0
21-973578,UN,CJ,PT,19,3,8,456,984,14732,984,High Movement,0
21-973763,UN,CJ,PT,31,8,6,1488,426,6545,426,Medium Movement,0
21-973764,UN,CJ,PT,25,8,7,1400,443,7702,443,Medium Movement,0
21-973760,UN,CJ,PT,24,6,6,864,237,3533,237,Medium Movement,0
21-975177,UN,CJ,PT,4,8,16,512,1928,52691,1928,High Movement,1
21-975938,UN,CJ,PT,22,4,7,616,1137,21310,1137,High Movement,1
21-982105,UN,CJ,PT,8,25,6,1200,479,7174,479,Medium Movement,0
21-011402,UN,CJ,PT,21,10,8,1680,656,15420,656,High Movement,0
21-012528,UN,CJ,PT,21,6,37,4662,75,7263,75,Low Movement,0
21-021575,UN,CJ,PT,30,12,11,3960,209,2670,209,Medium Movement,0
25-11197,UN,CJ,PT,26,6,10,1560,58,990,58,Low Movement,0
25-11245,UN,CJ,PT,13,8,8,832,32,377,32,Low Movement,0
25-11380,UN,CJ,PT,24,5,10,1200,7,42,7,Low Movement,0
25-11411,UN,CJ,PT,26,9,17,3978,931,12359,931,High Movement,0
25-11741,UN,CJ,PT,13,8,8,832,1465,27320,1465,High Movement,1
25-11093,UN,CJ,PT,13,8,8,832,532,8937,532,Medium Movement,0
25-12181,UN,CJ,PT,13,8,8,832,32,678,32,Low Movement,0
25-12314,UN,CJ,PT,13,7,7,637,82,1760,82,Low Movement,0
25-12320,UN,CJ,PT,19,4,8,608,101,1300,101,Low Movement,0
25-12713,UN,CJ,PT,26,6,10,1560,42,587,42,Low Movement,0
25-12985,UN,CJ,PT,24,8,6,1152,211,1454,211,Medium Movement,0
25-13312,UN,CJ,PT,11,10,10,1100,108,551,108,Low Movement,0
25-13332,UN,CJ,PT,11,19,10,2090,243,1458,243,Medium Movement,0
25-13361,UN,CJ,PT,11,10,10,1100,327,2295,327,Medium Movement,0
25-13765,UN,CJ,PT,25,8,5,1000,177,1388,177,Medium Movement,0
25-13771,UN,CJ,PT,19,6,6,684,241,3708,241,Medium Movement,0
25-1304521,UN,CJ,PT,20,9,6,1080,322,3334,322,Medium Movement,0
25-1304761,UN,CJ,PT,20,9,6,1080,264,2812,264,Medium Movement,0
25-14127,UN,CJ,PT,20,9,5,900,280,3446,280,Medium Movement,0
25-14226,UN,CJ,PT,24,8,6,1152,345,3295,345,Medium Movement,0
25-14760,UN,CJ,PT,13,8,8,832,531,9648,531,Medium Movement,0
25-14778,UN,CJ,PT,13,8,8,832,2860,74409,2860,High Movement,1
25-14785,UN,CJ,PT,13,8,8,832,2754,65541,2754,High Movement,1
25-14842,UN,CJ,PT,14,24,8,2688,745,7582,745,High Movement,0
25-148426,UN,CJ,PT,1,1,1,1,10,227,10,Low Movement,0
25-15731,UN,CJ,PT,24,7,6,1008,233,1854,233,Medium Movement,0
25-15750,UN,CJ,PT,24,5,10,1200,197,1563,197,Medium Movement,0
25-15895,UN,CJ,PT,26,9,17,3978,78,696,78,Low Movement,0
25-15897,UN,CJ,PT,26,9,17,3978,81,799,81,Low Movement,0
25-15898,UN,CJ,PT,27,13,12,4212,352,3456,352,Medium Movement,0
25-15899,UN,CJ,PT,26,9,17,3978,249,3122,249,Medium Movement,0
25-16511,UN,CJ,PT,1,1,1,1,47,390,47,Low Movement,0
25-16612,UN,CJ,PT,1,1,1,1,13,144,13,Low Movement,0
25-16668,UN,CJ,PT,1,1,1,1,43,1778,43,Low Movement,0
25-16689,UN,CJ,PT,1,1,1,1,23,432,23,Low Movement,0
25-18202,UN,CJ,PT,24,8,6,1152,180,1474,180,Medium Movement,0
25-18084,UN,CJ,PT,20,9,5,900,287,3266,287,Medium Movement,0
25-10264,UN,CJ,PT,19,8,6,912,245,3255,245,Medium Movement,0
25-10399,UN,CJ,PT,25,8,6,1200,109,918,109,Low Movement,0
25-10426,UN,CJ,PT,20,9,5,900,145,1526,145,Low Movement,0
25-22731,UN,CJ,PT,13,8,8,832,154,1450,154,Medium Movement,0
25-38529,UN,CJ,PT,25,9,6,1350,1,6,1,Low Movement,0
25-38062,UN,CJ,PT,18,4,8,576,155,2180,155,Medium Movement,0
25-41146,UN,CJ,PT,1,1,1,1,46,2034,46,Low Movement,0
25-46570,UN,CJ,PT,13,24,8,2496,509,4650,509,Medium Movement,0
25-465707,UN,CJ,PT,1,1,1,1,8,91,8,Low Movement,0
25-47114,UN,CJ,PT,24,5,10,1200,41,423,41,Low Movement,0
25-47154,UN,CJ,PT,24,6,10,1440,4,24,4,Low Movement,0
25-47178,UN,CJ,PT,8,8,10,640,22,279,22,Low Movement,0
25-47721,UN,CJ,PT,13,8,8,832,1267,22270,1267,High Movement,1
25-47741,UN,CJ,PT,13,8,8,832,1256,25141,1256,High Movement,1
25-71426,UN,CJ,PT,20,8,6,960,1,1,1,Low Movement,0
25-05500,UN,CJ,PT,1,1,1,1,99,830,99,Low Movement,0
25-00854,UN,CJ,PT,23,5,8,920,26,189,26,Low Movement,0
25-00860,UN,CJ,PT,23,7,6,966,27,160,27,Low Movement,0
25-00876,UN,CJ,PT,27,6,10,1620,26,300,26,Low Movement,0
25-00882,UN,CJ,PT,27,9,7,1701,12,88,12,Low Movement,0
26-01431,UN,CJ,PT,1,1,1,1,43,258,43,Low Movement,0
26-02292,UN,CJ,PT,1,1,1,1,40,258,40,Low Movement,0
29-115331,UN,CJ,PT,1,1,1,1,152,1491,152,Medium Movement,0
29-115355,UN,CJ,PT,1,1,1,1,345,4417,345,Medium Movement,0
29-115379,UN,CJ,PT,1,1,1,1,287,3910,287,Medium Movement,0
29-12182,UN,CJ,PT,23,4,8,736,922,14191,922,High Movement,0
29-122261,UN,CJ,PT,1,1,1,1,73,960,73,Low Movement,0
29-122209,UN,CJ,PT,1,1,1,1,46,707,46,Low Movement,0
29-122353,UN,CJ,PT,1,1,1,1,494,13188,494,Medium Movement,0
29-122391,UN,CJ,PT,1,1,1,1,199,4158,199,Medium Movement,0
29-122308,UN,CJ,PT,1,1,1,1,713,33606,713,High Movement,0
29-122414,EX,CJ,PT,1,1,1,1,1188,3366,1188,High Movement,1
29-183328,UN,CJ,PT,22,10,4,880,1000,15161,1000,High Movement,0
29-183472,UN,CJ,PT,22,10,4,880,587,8388,587,Medium Movement,0
29-183403,UN,CJ,PT,22,10,4,880,1088,17921,1088,High Movement,1
29-183519,UN,CJ,PT,23,14,4,1288,667,8614,667,High Movement,0
29-183540,UN,CJ,PT,1,1,1,1,775,1466,775,High Movement,0
29-183571,UN,CJ,PT,22,4,7,616,493,5977,493,Medium Movement,0
29-183588,UN,CJ,PT,14,5,5,350,996,16576,996,High Movement,0
29-21691,UN,CJ,PT,14,5,5,350,339,8931,339,Medium Movement,0
29-210173,UN,CJ,PT,23,22,8,4048,153,1269,153,Medium Movement,0
29-228871,UN,CJ,PT,1,1,1,1,84,1777,84,Low Movement,0
29-24123,UN,CJ,PT,21,6,6,756,234,2127,234,Medium Movement,0
29-241826,UN,CJ,PT,1,1,1,1,112,1549,112,Low Movement,0
29-24437,UN,CJ,PT,16,6,6,576,1005,10243,1005,High Movement,0
29-24720,UN,CJ,PT,13,7,3,273,1483,17824,1483,High Movement,1
29-24751,UN,CJ,PT,12,7,3,252,1433,18725,1433,High Movement,1
29-24775,UN,CJ,PT,14,7,3,294,1408,15958,1408,High Movement,1
29-24782,UN,CJ,PT,14,7,3,294,1116,14127,1116,High Movement,1
29-299193,UN,CJ,PT,12,8,3,288,162,1897,162,Medium Movement,0
29-202748,UN,CJ,PT,1,1,1,1,26,3601,26,Low Movement,0
29-203596,UN,CJ,PT,12,8,3,288,110,1229,110,Low Movement,0
29-33854,UN,CJ,PT,15,11,18,2970,2023,224315,2023,High Movement,1
29-34832,UN,CJ,PT,16,8,4,512,565,6341,565,Medium Movement,0
29-34924,UN,CJ,PT,13,7,3,273,692,8452,692,High Movement,0
29-34948,UN,CJ,PT,13,7,3,273,1,12,1,Low Movement,0
29-35254,UN,CJ,PT,15,11,18,2970,1154,57336,1154,High Movement,1
29-35256,UN,CJ,PT,17,7,7,833,319,3769,319,Medium Movement,0
29-384947,UN,CJ,PT,7,11,2,154,180,1817,180,Medium Movement,0
29-384978,UN,CJ,PT,7,11,2,154,158,1619,158,Medium Movement,0
29-305881,UN,CJ,PT,12,14,4,672,1174,30099,1174,High Movement,1
29-305805,UN,CJ,PT,11,4,20,880,747,14514,747,High Movement,0
29-425626,UN,CJ,PT,23,4,8,736,761,11722,761,High Movement,0
